SUA_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
2010,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,0,0,3,252,22,5,7,281,0,0,0,287,7,0,292,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,6,0,0,0,6,0,0,6,257,21,5,7,289,0,0,0,293,7,0,298,19,3,0,0,31,0,0,0,31,5,0,37,0,0,0,0,4,0,0,0,4,0,0,3,279,26,5,9,316,0,0,0,322,18,0,335,25,3,0,0,32,0,0,0,32,0,0,32,34,5,0,0,39,0,0,0,39,0,0,36,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,57,10,0,3,68,0,0,0,68,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,1544,277,264,16,2100,41,3,49,2143,159,8,2311,269,45,13,373,704,17,0,17,717,55,58,829,65277,9586,1481,738,77087,1249,258,1508,78595,4235,146,82978,666,153,21,20,861,147,13,154,1016,96,5,1118,1107,268,24,24,1423,124,67,186,1613,152,4,1766,1778,422,49,45,2282,261,82,344,2631,245,7,2884,67055,10010,1530,783,79370,1516,339,1855,81221,4480,155,85857,12700,3043,401,382,16524,546,184,725,17248,4744,63,22062,100,35,0,80,218,3,0,3,218,19,163,405,79855,13087,1930,1241,96112,2065,516,2586,98693,9246,383,108316,19089,2386,376,74,21925,447,108,550,22471,1408,26,23908,16821,3206,332,92,20451,322,109,427,20876,1334,19,22229,916,173,184,8,1279,28,0,30,1307,120,0,1429,147,23,14,224,399,5,0,9,414,44,30,496,36973,5783,900,396,44055,800,212,1017,45074,2906,83,48064,372,97,15,11,485,108,17,125,608,70,4,676,578,134,9,3,729,68,46,116
2012,15,4,5,0,26,0,0,0,26,3,0,28,4,0,0,8,14,0,0,0,14,3,0,18,650,80,12,12,754,5,0,8,766,43,4,811,3,0,0,0,3,8,0,8,15,5,0,18,5,0,0,0,5,3,0,3,11,0,0,11,6,3,0,0,10,8,0,8,21,5,0,23,651,85,12,17,767,15,0,16,783,48,4,832,81,12,4,0,96,3,0,3,103,46,0,154,0,0,0,0,0,0,0,0,0,0,4,8,741,92,18,17,871,20,0,24,890,96,6,993,97,3,0,0,106,0,0,0,106,3,0,109,65,14,0,0,79,0,0,0,79,6,0,84,5,0,0,0,8,0,0,0,8,0,0,9,0,0,0,4,6,0,0,0,6,0,0,6,172,22,7,4,195,0,0,0,195,14,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,3,4,0,0,0,4,0,0,3,0,0,0,3,5,0,0,0,5,4,0,6,235,33,4,12,277,3,0,4,281,16,0,298,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,9,0,0,0,10,0,0,10,4,6,0,0,7,0,0,0,9,0,0,11,239,35,4,12,286,4,0,8,291,14,0,307,43,7,0,3,54,0,0,0,54,8,0,73,0,0,0,0,0,0,0,0,0,0,0,0,275,42,10,17,343,8,0,6,346,27,0,380,36,0,0,0,37,0,0,0,37,0,0,40,31,3,0,0,40,0,0,0,40,0,0,40,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,12,5,0,82,0,0,0,82,3,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,0,0,0,5,0,0,0,5,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,121,19,8,4,149,0,0,0,152,10,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,19,8,4,151,0,0,0,151,10,0,162,13,0,0,0,20,0,0,0,20,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,136,19,8,4,168,0,0,0,172,15,0,184,12,3,0,0,19,0,0,0,19,0,0,19,7,9,0,0,13,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,26,0,0,0,26,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,193,26,6,3,230,0,0,6,228,12,0,238,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,201,26,6,3,234,0,0,6,235,12,0,247,20,8,0,0,32,0,0,0,31,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,222,35,6,3,259,5,0,4,263,20,0,286,17,4,0,0,22,0,0,0,22,0,0,22,30,3,0,0,34,0,0,0,34,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,50,4,7,0,59,0,0,0,59,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,14,0,0,0,18,0,0,0,18,3,5,17,6,0,0,5,11,0,0,0,11,0,0,7,668,96,19,8,793,4,0,6,796,31,3,831,9,0,0,0,9,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,9,3,0,3,8,0,0,12,677,96,19,8,799,9,0,11,806,36,3,849,94,29,3,8,130,6,4,15,147,124,0,273,0,0,0,0,6,0,0,0,6,0,3,7,773,128,24,18,934,14,9,23,959,160,3,1128,112,13,6,0,127,0,0,0,127,13,0,140,84,11,5,0,101,5,0,5,102,9,0,113,5,0,0,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,200,25,6,0,236,5,4,3,243,21,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,12,0,0,151,3,0,3,152,3,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,12,0,0,151,3,0,3,152,4,0,159,17,0,0,0,17,0,0,0,17,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,153,12,0,0,172,3,0,3,174,10,0,187,25,0,0,0,24,0,0,0,24,0,0,27,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,43,0,0,0,42,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,14,3,0,0,19,0,0,0,19,0,0,19,5,0,0,3,3,0,0,0,3,0,0,3,511,58,16,3,585,13,3,11,597,26,0,624,4,0,0,0,7,0,0,0,6,0,0,12,7,0,0,0,7,0,0,0,11,0,0,11,12,0,0,0,11,4,0,4,13,0,0,16,517,59,16,3,595,13,3,14,614,26,0,639,63,13,0,4,79,0,4,4,79,25,0,113,0,0,0,0,0,0,0,0,0,0,0,0,579,68,17,11,677,13,4,15,694,54,5,750,63,9,0,0,81,0,0,5,85,3,0,83,78,14,3,0,91,3,0,3,96,0,0,97,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,157,18,6,0,184,6,0,3,189,3,0,191,5,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0
2019,4,0,6,0,10,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,291,37,9,8,349,0,3,6,350,21,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,37,9,8,347,0,3,6,351,21,0,372,22,4,0,3,31,0,0,0,31,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,320,37,12,9,375,0,3,5,382,30,0,412,44,10,0,0,52,0,0,0,52,0,0,55,35,3,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,79,9,0,0,93,0,0,0,93,6,0,96,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
2020,10,3,0,0,16,0,0,0,16,0,0,16,5,0,0,6,16,0,0,0,16,0,0,13,600,82,17,8,705,9,5,8,718,27,0,738,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,3,6,0,0,0,12,0,0,12,11,0,0,3,8,0,0,0,12,0,0,12,604,82,17,15,719,11,5,18,734,27,0,758,99,14,3,0,121,0,0,0,121,23,0,145,0,0,0,0,0,0,0,0,0,0,0,0,708,93,21,12,834,11,5,18,853,49,0,900,82,20,5,0,104,0,0,0,104,4,0,111,102,19,4,0,126,0,0,0,122,4,0,128,3,0,0,0,3,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,3,0,0,3,189,35,8,3,232,0,3,0,239,9,0,250,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
2021,12,0,3,0,19,0,0,0,19,0,0,19,0,0,0,0,3,0,0,0,3,0,0,3,558,69,17,3,644,5,0,5,654,21,0,672,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,5,0,0,0,5,0,0,5,7,3,0,0,5,0,0,0,5,0,0,5,560,71,17,3,652,5,0,5,661,21,0,682,47,6,0,0,52,0,0,0,54,8,0,63,3,0,0,0,3,0,0,0,3,0,0,3,613,80,17,3,708,10,0,10,716,34,0,746,61,7,0,0,70,0,0,4,77,3,0,82,94,11,0,0,110,0,0,0,110,4,0,107,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,162,20,4,0,187,0,0,4,191,3,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
