SED_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SED21106,503,38,10,4,554,8,0,10,564,22,0,588,714,88,20,0,830,5,0,5,835,12,8,849,245,18,23,0,288,0,0,0,291,0,0,295,15,0,0,6,26,0,0,0,26,0,0,26,1481,149,52,18,1697,17,0,19,1716,40,6,1758,12,0,0,0,13,0,0,0,13,0,0,13,23,3,0,0,22,0,0,0,27,0,0,25,32,4,0,0,35,0,0,0,38,0,0,42,1515,152,52,18,1733,14,4,16,1752,35,6,1800,378,35,10,5,423,4,5,9,427,29,7,461,3,0,0,3,3,0,0,0,3,0,5,9,1893,191,60,22,2166,15,3,26,2182,69,19,2271,827,88,3,4,928,19,0,18,946,42,0,991,862,112,9,5,994,18,0,16,1010,16,5,1027,53,13,5,0,71,0,0,0,71,7,0,73,9,0,0,15,15,0,0,0,15,0,0,20,1750,218,22,27,2011,33,4,36
SED21203,213,45,10,0,269,16,3,19,291,37,0,327,440,154,12,9,615,21,4,29,641,30,0,677,132,44,20,3,201,4,0,9,203,10,0,212,17,8,5,16,43,0,0,0,43,0,0,49,801,249,43,30,1125,38,16,50,1179,78,0,1266,30,10,0,0,44,3,0,3,46,3,0,45,62,24,0,0,92,18,8,21,111,7,0,123,95,35,0,0,128,15,8,28,157,12,0,169,896,288,43,32,1259,62,24,80,1336,94,4,1433,1135,580,62,76,1850,126,28,152,2005,639,17,2658,6,4,0,19,25,0,0,0,25,4,44,75,2031,871,104,130,3137,182,46,228,3367,733,64,4164,288,62,13,0,360,20,5,28,380,39,0,423,470,165,16,10,658,18,9,26,686,43,3,735,36,14,5,0,48,0,0,0,50,9,0,55,14,0,0,16,33,0,0,0,30,4,4,40,799,242,28,32,1098,35,16,52
SED21303,488,91,22,0,592,10,0,10,609,31,0,648,816,181,22,4,1021,19,5,22,1039,25,0,1063,349,62,39,0,456,3,0,3,453,10,6,467,7,6,0,5,17,0,0,0,17,0,0,19,1660,329,86,15,2090,30,5,33,2126,63,11,2196,12,7,0,0,13,3,0,3,17,0,0,17,15,4,0,0,18,0,0,0,18,3,0,24,27,8,0,0,40,3,0,3,38,3,0,39,1695,336,81,15,2125,35,5,36,2159,66,11,2235,372,89,24,8,493,10,0,10,499,56,0,557,0,0,0,0,4,0,0,0,4,0,4,6,2065,422,107,25,2616,45,5,46,2662,118,14,2801,679,128,11,0,822,14,0,14,834,39,0,878,807,145,3,0,956,8,3,11,967,38,0,1004,48,9,5,0,57,0,0,0,57,0,0,57,13,0,0,10,25,0,0,0,25,0,0,25,1541,280,26,14,1861,23,5,24
SED21401,541,54,6,0,611,11,7,13,623,29,0,655,690,151,20,5,866,5,0,4,872,22,0,898,213,33,22,3,270,3,3,7,278,8,0,284,9,0,0,12,15,0,0,0,15,0,0,23,1453,240,49,22,1764,21,11,27,1794,64,4,1862,13,5,0,0,15,0,0,0,18,0,0,18,27,4,0,3,36,8,3,9,45,6,0,50,47,6,0,3,56,6,3,10,65,6,0,65,1501,245,49,25,1820,28,9,39,1857,66,4,1933,488,108,14,12,621,26,3,32,654,87,5,737,6,5,0,11,14,0,0,0,14,0,6,27,1988,357,63,50,2454,54,16,69,2522,155,14,2692,752,88,14,4,858,13,0,17,877,36,0,912,863,158,16,8,1043,0,4,11,1057,30,0,1091,60,9,9,0,77,0,0,0,78,7,0,87,6,3,0,15,24,4,0,4,30,0,0,30,1681,255,36,34,2007,20,11,27
SED21503,415,49,15,0,476,9,4,11,488,13,0,502,836,151,20,5,1011,10,0,13,1016,17,0,1037,344,37,44,4,430,10,4,9,436,4,0,444,9,6,0,8,25,5,0,5,32,0,0,32,1606,241,68,21,1936,24,6,35,1971,35,6,2006,17,0,0,0,20,0,0,0,19,0,0,24,36,8,0,0,44,6,5,8,54,0,0,54,49,12,0,0,66,9,5,14,76,0,0,73,1660,251,68,21,2001,33,10,46,2049,31,6,2081,463,109,9,15,599,34,9,40,641,72,0,716,0,0,0,3,8,0,0,0,8,0,9,17,2124,363,85,38,2607,66,18,91,2690,108,14,2814,534,88,18,6,652,17,5,23,670,31,0,704,966,149,27,6,1142,19,0,20,1162,30,3,1192,78,9,4,0,92,0,0,0,92,3,0,102,5,3,0,21,28,0,0,0,28,4,0,30,1587,245,44,34,1909,35,6,42
SED21608,351,49,9,0,409,5,0,5,413,34,0,448,1016,126,17,3,1170,6,8,13,1181,27,0,1207,373,36,30,6,445,4,0,4,452,15,0,464,11,0,0,17,26,0,0,0,26,0,0,30,1751,218,57,27,2055,18,10,23,2077,70,3,2146,11,3,0,0,18,4,0,4,21,4,0,24,25,7,0,0,33,4,0,4,40,3,0,37,37,9,0,0,51,9,0,9,58,5,0,62,1787,228,59,30,2106,21,10,25,2133,78,3,2211,556,74,25,19,677,18,3,19,697,74,8,779,3,0,0,0,3,0,0,0,3,0,14,24,2350,303,85,52,2782,35,10,52,2834,148,25,3012,639,94,14,0,748,3,0,5,756,43,0,803,1303,121,24,3,1448,10,8,14,1464,34,4,1506,89,11,9,4,122,0,0,0,122,3,0,123,16,0,0,18,40,4,0,4,46,6,5,54,2049,233,48,29,2362,15,12,23
SED21706,564,68,15,6,645,9,3,11,657,27,0,685,836,121,3,0,961,10,0,10,971,25,3,997,338,28,25,0,389,4,0,4,392,3,0,402,7,0,0,12,12,0,0,0,18,0,0,17,1738,218,44,15,2008,21,3,27,2039,58,3,2099,19,4,0,0,25,0,0,0,25,0,0,26,30,5,0,0,35,0,0,0,42,7,0,47,52,7,0,0,58,6,0,6,68,5,0,67,1792,224,45,15,2069,26,3,31,2101,64,3,2169,444,53,16,6,511,11,9,12,528,53,6,583,10,0,0,8,11,0,0,0,12,0,10,25,2237,277,62,25,2596,34,14,48,2643,119,16,2774,958,107,23,3,1090,19,0,19,1112,37,0,1146,1070,129,6,0,1205,6,0,12,1219,31,0,1245,60,5,6,0,75,0,0,0,76,3,0,81,5,0,0,13,17,0,0,0,17,0,3,22,2095,234,38,18,2388,27,3,33
SED21805,497,68,10,0,568,7,3,6,573,34,4,615,1349,141,19,8,1519,11,0,14,1531,24,0,1562,467,47,54,4,565,5,0,5,573,15,0,582,27,6,0,14,47,0,0,0,47,0,4,46,2339,252,79,26,2706,19,7,25,2725,76,4,2806,21,5,0,0,22,0,0,0,22,7,0,23,23,5,10,0,38,0,0,0,38,0,0,39,48,7,10,0,59,0,0,0,57,4,0,65,2384,260,91,32,2757,14,7,22,2782,78,4,2871,692,83,23,14,813,7,3,11,825,51,0,876,15,0,0,4,15,0,0,0,14,0,10,31,3085,341,111,43,3587,28,9,34,3621,131,18,3776,714,86,11,7,816,10,0,7,829,43,6,874,1310,153,21,11,1496,8,0,8,1509,36,0,1548,113,19,19,0,148,0,0,4,153,9,0,159,14,0,0,20,37,0,0,0,37,3,4,40,2153,265,47,39,2505,18,0,21
SED21906,600,70,16,0,679,9,3,15,688,29,0,725,976,176,24,8,1186,18,4,22,1208,34,4,1249,337,43,35,6,417,3,0,3,423,6,0,431,22,0,0,18,39,0,0,0,39,4,7,44,1927,291,71,27,2324,28,5,37,2360,75,13,2450,18,5,0,0,16,0,0,0,20,0,0,22,29,4,0,0,35,0,0,0,36,0,0,33,42,4,0,0,51,0,0,0,52,3,0,56,1975,299,69,26,2375,33,5,40,2412,79,13,2502,492,65,13,14,582,12,9,14,599,52,0,656,10,6,0,11,19,0,0,0,22,0,9,28,2474,371,87,50,2979,41,9,54,3036,136,22,3191,872,104,3,0,984,24,3,23,1008,40,0,1049,1043,184,16,14,1260,19,3,19,1279,27,0,1306,69,16,16,0,98,0,0,0,98,0,0,107,12,0,0,18,38,0,0,0,38,0,10,40,2001,303,36,36,2379,36,4,45
SED22005,569,81,9,6,664,14,3,16,684,31,3,713,865,156,18,3,1043,14,4,13,1060,39,0,1096,285,47,25,0,361,3,0,6,368,9,0,373,10,4,0,15,30,0,0,0,30,0,8,39,1734,279,50,25,2093,35,4,35,2130,78,9,2218,45,3,0,0,50,4,0,4,51,7,0,58,35,0,0,0,38,4,3,14,46,0,0,50,79,8,0,0,87,6,3,14,101,4,0,104,1813,289,51,25,2183,43,10,51,2236,84,9,2330,663,173,17,30,876,30,5,33,913,186,0,1102,6,0,0,13,15,0,0,0,22,0,15,43,2490,461,69,61,3082,75,15,91,3167,269,27,3467,776,115,11,4,899,20,4,21,924,44,0,971,883,189,18,3,1097,14,9,21,1116,37,0,1151,64,13,7,0,84,3,0,3,88,6,0,97,11,0,0,5,23,0,0,0,23,0,0,22,1732,320,34,15,2101,34,6,47
SED22105,1521,183,36,20,1764,33,8,35,1801,80,0,1876,2426,438,47,23,2928,24,3,32,2955,86,13,3045,642,104,93,9,842,5,4,13,853,20,3,877,34,8,0,33,76,0,0,0,75,5,9,89,4623,730,170,85,5604,59,17,77,5680,186,27,5887,82,13,0,0,97,3,3,12,111,5,0,114,151,26,4,10,186,12,0,12,201,0,0,204,229,39,7,10,286,21,3,23,312,11,0,315,4855,769,177,91,5892,79,21,99,5989,196,27,6207,2174,526,59,77,2832,102,7,113,2949,321,24,3293,21,9,0,21,58,0,0,0,58,0,36,96,7054,1305,237,188,8781,185,25,207,8988,520,84,9595,2041,311,36,16,2415,49,9,65,2476,106,4,2586,2587,504,38,24,3150,32,8,42,3190,137,6,3333,224,37,36,4,304,10,3,6,314,15,4,326,22,7,0,32,65,4,0,8,70,0,14,84,4882,860,110,82,5928,93,28,115
SED22201,455,49,8,0,517,3,0,4,518,26,4,544,1145,139,25,4,1312,11,0,14,1321,19,0,1340,371,42,46,10,464,0,0,0,468,7,3,476,6,0,0,13,22,0,0,0,22,0,4,21,1980,230,79,23,2306,15,0,17,2325,52,6,2381,10,0,0,0,10,0,0,0,10,0,0,10,40,0,0,0,37,0,0,0,39,0,0,42,46,0,0,0,47,0,0,0,49,0,0,50,2030,231,79,23,2358,16,0,21,2374,52,6,2432,667,82,24,17,791,11,0,15,800,56,0,862,4,0,0,0,4,0,0,0,4,0,14,21,2705,313,96,39,3150,25,3,34,3181,109,20,3312,623,71,10,4,710,5,3,11,724,41,0,763,1211,154,15,10,1385,18,5,19,1405,27,0,1432,84,10,11,0,108,0,0,0,108,6,0,114,13,3,0,12,21,0,0,0,21,0,0,23,1928,233,42,21,2223,17,11,29
SED22305,377,66,6,6,454,11,5,14,463,33,0,498,579,154,10,6,752,11,9,17,773,37,6,813,150,22,15,5,195,0,0,0,195,8,0,205,18,9,0,18,36,0,0,0,36,0,0,41,1129,251,33,31,1441,16,17,30,1474,87,6,1555,48,3,0,0,52,6,0,10,56,9,0,66,52,16,3,6,75,0,3,4,84,10,0,90,96,19,3,9,128,11,3,11,141,15,0,155,1228,270,35,34,1568,26,16,42,1611,96,6,1712,1217,425,42,44,1724,137,21,157,1878,417,23,2319,11,3,0,14,32,0,0,0,32,0,37,68,2456,700,80,96,3328,161,34,199,3525,523,62,4102,543,84,12,3,639,19,6,24,662,47,6,712,571,189,10,6,774,11,10,18,794,44,3,837,49,4,12,0,59,0,0,0,59,4,0,61,15,4,0,15,30,3,0,3,31,4,0,36,1170,280,33,28,1506,34,11,40
SED22404,228,34,3,0,269,0,0,0,269,10,0,277,875,121,20,3,1027,0,4,3,1028,20,0,1049,239,48,38,4,329,0,0,0,329,4,0,332,17,0,0,17,38,0,0,0,38,0,3,39,1359,208,62,21,1654,3,4,6,1662,35,4,1699,4,0,0,0,4,0,0,0,6,0,0,6,21,3,4,0,27,0,0,0,27,0,0,28,26,3,4,0,28,0,0,0,28,0,0,33,1385,213,65,21,1679,5,4,9,1689,34,4,1733,475,85,22,9,585,8,0,8,597,30,0,633,3,0,0,0,3,0,0,0,3,0,3,12,1860,293,87,29,2274,16,4,16,2294,70,10,2369,429,68,13,0,506,5,0,10,515,26,0,541,1082,155,43,11,1286,5,0,6,1294,29,0,1323,72,19,15,0,112,0,0,0,112,7,0,115,18,5,0,16,42,0,0,0,43,0,3,43,1599,248,73,25,1948,8,3,15
SED22501,438,44,7,4,491,8,0,8,507,25,0,529,1122,133,22,10,1278,6,0,6,1280,18,7,1302,368,34,26,3,433,0,0,0,438,9,0,448,11,0,0,9,21,0,0,0,21,0,0,22,1940,214,54,23,2224,14,0,14,2243,55,7,2306,8,0,0,0,8,0,0,0,8,0,0,8,34,0,0,0,33,0,0,0,33,0,0,33,39,0,0,0,40,0,0,0,40,0,0,42,1983,216,54,23,2272,14,0,14,2286,59,7,2351,440,61,17,7,522,7,3,11,529,40,0,574,5,0,0,5,13,0,0,0,13,0,4,15,2427,277,72,36,2802,22,3,27,2830,97,10,2935,826,92,13,3,933,8,0,14,949,42,0,993,1501,145,11,8,1661,8,5,5,1675,30,4,1708,104,15,17,0,124,6,0,6,131,3,0,133,4,0,0,4,7,0,0,0,7,0,0,12,2432,251,38,13,2736,17,0,22
SED22607,557,78,8,0,651,13,4,11,660,20,0,681,854,121,10,3,991,0,0,4,992,12,0,1000,341,43,43,0,425,0,4,5,429,3,0,434,15,0,0,8,24,0,0,0,24,5,3,32,1767,241,69,13,2088,15,8,22,2110,41,4,2152,15,6,0,0,21,0,0,0,19,0,0,19,31,0,0,0,31,4,0,4,39,0,0,38,48,6,0,0,53,4,0,8,62,0,0,65,1816,247,69,13,2142,20,8,29,2167,42,4,2212,436,90,20,12,562,5,10,16,572,54,7,640,7,0,0,0,5,0,0,0,8,0,9,12,2255,341,84,25,2712,23,14,43,2752,102,17,2865,933,98,15,0,1045,9,0,9,1059,34,3,1099,1095,112,12,9,1229,21,0,21,1248,21,0,1263,76,0,8,0,91,0,0,0,94,6,0,93,6,0,0,13,19,0,0,0,19,4,0,28,2122,213,37,20,2389,25,0,30
SED22704,301,30,8,8,344,3,0,3,348,15,0,359,832,78,17,11,932,4,4,10,939,30,0,971,254,28,33,5,313,0,0,0,313,12,0,325,22,0,0,13,29,0,0,0,29,0,0,31,1400,131,58,33,1623,6,4,13,1635,52,0,1687,13,0,0,0,13,0,0,0,11,0,5,17,15,0,0,0,20,0,0,0,20,0,0,20,26,0,0,0,30,0,0,0,34,0,5,36,1428,132,58,34,1656,10,4,10,1668,52,3,1720,477,72,33,28,608,10,4,10,626,62,0,681,3,0,0,0,4,0,0,0,4,0,17,21,1904,213,89,66,2273,22,4,25,2295,115,23,2431,497,73,14,9,599,5,0,6,605,38,0,645,910,113,18,12,1044,9,0,8,1047,36,0,1085,66,12,13,0,91,0,0,0,91,8,0,102,14,0,0,10,25,0,0,0,25,0,0,25,1483,191,50,35,1757,8,6,15
SED22802,436,58,13,4,510,6,4,9,513,10,3,528,1348,109,13,3,1477,6,0,12,1486,21,4,1510,384,40,47,0,476,3,0,4,480,3,0,489,25,0,0,8,37,0,0,0,38,0,6,43,2195,207,73,22,2497,15,7,23,2519,40,12,2563,7,0,0,0,15,0,0,0,15,0,0,15,41,3,0,0,44,3,0,4,48,0,0,48,51,7,0,0,58,3,0,4,63,0,0,63,2242,213,73,25,2554,18,10,24,2576,40,12,2628,621,80,27,14,737,12,3,12,750,22,0,775,6,0,0,5,16,0,0,0,16,0,6,20,2867,295,104,47,3305,30,9,39,3347,59,18,3423,579,77,18,0,676,6,4,9,685,20,0,702,1418,102,22,8,1555,3,6,11,1563,19,0,1584,91,19,7,0,118,0,0,0,118,5,0,127,12,0,0,12,16,3,0,3,24,4,3,24,2099,199,47,23,2365,19,7,22
SED22901,500,53,5,4,564,3,5,11,573,18,0,591,814,126,14,0,959,6,0,3,962,16,0,979,262,34,29,4,326,3,0,6,330,5,0,335,11,5,0,8,28,0,0,0,31,0,0,30,1583,212,59,22,1876,12,9,21,1895,45,6,1943,17,5,0,0,25,0,0,0,26,0,0,26,39,8,4,3,50,0,0,0,50,0,0,50,57,12,4,3,76,0,0,0,73,0,0,73,1643,225,59,23,1948,12,9,18,1970,45,6,2013,540,77,24,9,651,5,0,8,655,46,0,705,3,0,0,14,13,0,0,0,14,0,9,28,2178,300,79,46,2606,20,5,28,2639,94,14,2749,750,82,3,0,841,11,5,19,855,38,4,897,1051,156,13,10,1225,10,4,6,1230,19,0,1251,74,10,9,0,89,0,3,3,97,0,0,98,14,0,0,17,29,0,0,0,29,0,0,33,1890,247,21,22,2182,16,16,28
SED23007,555,98,15,11,682,18,6,14,697,32,0,736,898,204,26,0,1128,7,3,10,1141,44,0,1189,354,51,53,0,461,0,5,5,466,12,0,477,6,4,0,9,20,0,0,0,25,0,0,23,1814,365,92,19,2294,28,6,36,2330,89,3,2418,14,11,0,0,26,0,0,5,26,5,0,35,33,12,4,0,46,5,3,10,61,10,0,68,48,21,6,0,77,5,9,16,93,14,0,107,1865,383,97,20,2369,33,16,54,2421,106,4,2527,719,214,36,26,991,33,6,42,1034,145,14,1195,4,0,0,10,20,0,0,0,20,0,13,37,2588,606,135,57,3384,69,26,95,3478,244,31,3757,730,125,20,4,876,13,8,18,894,61,0,957,769,162,9,3,947,8,6,16,961,78,9,1042,79,7,19,4,111,0,0,0,111,8,0,117,8,5,3,8,18,0,0,0,18,3,3,23,1584,302,46,18,1952,19,17,35
SED23101,516,53,5,6,580,14,6,21,607,25,0,625,674,100,18,0,796,12,3,17,816,26,0,840,204,26,17,3,250,0,3,0,253,11,6,266,4,0,0,10,13,0,0,0,15,0,0,25,1395,187,46,19,1650,32,16,40,1685,56,3,1747,13,0,0,0,17,0,0,0,15,0,0,15,28,5,0,0,31,0,0,0,34,0,0,30,37,5,0,0,44,0,0,0,45,0,0,47,1435,193,45,19,1694,36,16,41,1738,62,3,1797,416,87,21,19,539,14,5,13,552,59,4,617,3,4,0,4,11,0,0,0,11,0,3,17,1858,280,70,36,2241,40,13,59,2294,119,14,2433,925,114,8,3,1050,16,5,19,1073,35,4,1114,993,185,19,0,1198,20,6,28,1224,42,0,1270,60,9,10,0,78,0,0,0,75,4,0,82,14,0,0,12,21,0,0,0,21,0,3,26,1994,302,33,20,2342,43,8,51
SED23205,309,49,7,0,366,11,4,14,378,24,0,403,917,124,25,5,1076,3,0,4,1078,26,0,1105,301,60,23,0,394,3,0,3,392,0,0,392,24,0,0,6,35,0,0,0,35,3,4,37,1547,236,63,14,1862,17,3,23,1884,48,4,1942,9,0,0,0,8,0,0,0,15,0,0,11,30,11,0,0,43,0,0,0,43,3,0,44,37,10,0,0,48,0,0,3,52,0,0,59,1582,252,60,19,1913,21,4,26,1940,50,4,1994,488,48,13,11,559,20,3,24,580,46,7,631,4,0,0,3,9,0,0,0,9,0,9,18,2075,296,81,29,2479,40,10,48,2523,101,17,2647,474,67,8,0,555,12,5,11,568,42,0,611,999,151,20,5,1173,3,0,7,1184,34,4,1214,74,5,14,0,93,0,0,0,93,5,0,100,9,0,0,11,21,0,0,0,21,3,5,27,1561,225,48,23,1847,12,3,23
SED23308,355,84,8,0,451,0,0,5,456,25,0,482,1163,157,25,6,1350,3,0,3,1354,24,3,1380,343,29,37,0,413,3,0,3,418,3,0,422,7,3,0,14,17,3,0,3,20,0,0,20,1870,281,66,19,2234,17,0,14,2249,47,4,2301,7,0,0,0,10,0,0,0,10,0,0,10,39,0,0,0,47,9,0,10,57,0,0,54,50,8,0,0,55,9,0,10,68,0,0,68,1918,287,74,14,2291,21,3,25,2315,50,4,2371,537,81,13,4,637,10,4,15,649,61,3,709,0,0,0,3,10,0,0,0,10,0,5,10,2461,367,82,26,2937,29,6,37,2973,113,5,3090,530,95,10,0,643,7,0,5,650,26,0,676,1235,159,24,6,1424,9,0,14,1439,32,0,1469,83,5,8,4,97,0,0,0,97,0,0,101,4,0,0,5,7,0,0,0,7,0,0,16,1853,262,45,17,2171,14,6,16
SED23402,715,86,19,7,827,10,3,12,835,33,0,872,1628,186,49,5,1867,19,0,18,1894,39,8,1935,510,39,60,4,602,0,0,0,609,10,3,622,22,4,0,12,41,0,0,0,44,5,0,47,2873,316,125,27,3346,28,5,35,3377,84,8,3474,25,4,0,0,28,3,0,3,34,0,0,34,67,17,8,0,91,0,0,0,95,0,0,92,90,19,8,0,122,9,0,9,130,3,0,129,2970,340,129,29,3464,34,5,41,3503,86,12,3600,1104,151,43,31,1324,34,8,41,1366,86,4,1458,5,3,0,4,12,0,0,0,12,0,25,34,4075,492,171,68,4794,64,13,80,4875,178,38,5095,1098,126,20,13,1259,17,0,16,1276,52,0,1329,1714,189,33,18,1957,9,0,16,1971,50,0,2022,139,25,20,0,192,0,3,3,193,0,0,192,19,10,0,11,32,0,0,0,32,0,0,33,2975,350,74,35,3438,25,3,33
