CED_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED211,4746,192,0,0,198,9,4952,440,2341,113,0,2455,0,2896,8,220,228,4,450,0,456,0,0,0,0,5,0,5,441,2563,342,3,2905,4,3351,12,0,0,0,0,0,13,5204,2759,338,3,3105,6,8315,5010,186,0,0,186,9,5202,359,2426,118,5,2546,0,2898,3,231,278,0,504,0,512,3,0,0,0,0,0,4,362,2655,392,7,3053,0,3422,5,7,4,0,5,5,16,5384,2850,392,7,3246,7,8642,3175,101,3,0,99,0,3274,190,1009,56,0,1067,0,1257,8,116,128,0,242,0,254,0,0,0,0,3,0,0,198,1129,188,0,1313,0,1515,0,0,0,0,0,0,7,3373,1230,190,0,1418,0,4795,2146,46,0,0,46,0,2193,108,586,29,0,617,0,724,0,58,87,0,146,0,145,0,0,0,0,0,0,0,108,640,119,0,760,0,868,0,0,0,0,0,0,6,2258,689,119,0,806,0,3068,3006,59,0,0
CED212,6251,227,3,0,237,10,6492,344,650,9,4,662,4,1007,3,36,15,0,46,0,52,0,0,0,0,0,0,0,344,685,22,4,713,4,1060,14,6,0,0,6,5,21,6608,919,29,4,949,16,7573,6181,175,3,0,182,6,6367,333,709,22,0,732,0,1070,6,52,15,0,69,0,80,0,0,0,0,0,0,0,341,764,44,0,800,0,1145,9,0,0,0,0,8,12,6532,939,47,0,985,13,7525,3512,83,0,0,90,5,3602,165,386,14,0,402,0,566,3,31,16,0,51,0,52,0,0,0,0,0,0,0,164,420,29,0,451,0,618,9,0,0,0,0,0,14,3688,507,29,0,535,3,4226,2297,57,0,0,58,0,2352,111,238,9,0,249,0,357,6,16,0,0,18,0,26,0,0,0,0,0,0,0,109,259,13,0,272,0,386,0,0,0,0,0,0,0,2410,321,13,0,328,3,2737,2814,68,6,0
CED213,5172,117,0,0,122,8,5305,199,175,10,0,191,0,389,0,4,0,0,7,0,8,0,0,0,0,0,0,0,207,180,11,0,198,0,401,0,0,0,0,0,10,14,5380,300,15,0,320,20,5717,5221,121,0,0,121,11,5354,181,184,9,0,198,0,374,0,6,6,0,9,0,17,0,0,0,0,0,0,0,182,189,10,0,206,0,392,3,0,0,0,0,6,13,5408,315,10,0,328,16,5752,3371,64,0,0,64,8,3445,88,96,4,0,103,0,188,9,0,0,0,4,0,11,0,0,0,0,0,0,0,90,102,7,0,108,0,201,5,0,0,0,0,3,11,3470,169,7,0,177,14,3657,2221,38,0,0,38,3,2260,63,68,3,0,70,0,136,3,0,5,0,0,0,3,0,0,0,0,0,0,0,66,69,5,0,71,0,139,3,0,0,0,0,0,4,2288,106,5,0,112,3,2405,2768,48,0,0
CED214,2850,263,7,3,274,3,3124,555,3113,250,8,3368,7,3937,22,529,444,5,978,3,1001,0,4,0,4,12,0,12,582,3647,696,13,4355,7,4946,4,8,0,0,8,10,24,3434,3921,703,17,4637,17,8091,2394,193,6,0,198,7,2597,376,2607,257,5,2869,7,3253,19,539,515,5,1059,0,1079,0,7,0,4,9,0,14,398,3155,778,11,3937,7,4346,8,7,0,0,12,5,21,2796,3355,777,6,4145,19,6958,1199,89,0,0,93,5,1292,174,1262,119,0,1378,0,1555,7,318,307,0,633,0,645,0,10,0,0,14,0,14,180,1595,422,7,2022,0,2206,3,0,0,0,3,3,12,1384,1690,426,9,2124,11,3511,688,49,0,0,53,5,745,103,788,87,0,877,0,979,6,215,227,0,446,0,452,0,0,0,0,0,0,0,109,1003,315,0,1327,0,1434,0,3,0,0,3,0,5,800,1057,318,0,1377,5,2185,806,58,0,0
CED215,4834,394,3,0,396,8,5243,712,6240,172,3,6417,11,7138,11,314,115,0,430,0,440,0,10,0,0,7,0,7,721,6567,288,5,6856,11,7590,10,19,0,0,19,11,42,5566,6975,289,5,7270,33,12869,4938,344,5,0,352,4,5288,603,6453,151,8,6608,4,7220,7,332,134,0,467,0,479,0,5,0,0,9,0,10,613,6789,282,11,7089,7,7704,11,20,0,0,20,9,34,5556,7157,291,12,7456,19,13032,2929,139,0,0,142,0,3072,273,2804,88,0,2899,0,3175,0,150,80,0,233,0,231,0,5,0,0,5,0,9,279,2958,174,0,3136,0,3412,3,3,0,0,3,0,5,3209,3100,177,0,3275,0,6490,1817,93,0,0,89,0,1905,156,1256,48,0,1305,0,1463,3,94,56,0,149,0,153,0,0,0,0,0,0,3,164,1346,105,0,1452,5,1618,0,0,0,0,0,0,4,1977,1435,105,4,1547,3,3532,2194,92,0,0
CED216,5094,78,0,0,74,8,5182,148,347,7,0,361,0,507,0,15,28,0,50,0,50,0,0,0,0,0,0,0,147,369,38,4,406,0,557,10,0,0,0,0,8,13,5249,445,39,8,486,13,5752,5191,54,0,0,54,11,5259,131,339,13,0,352,3,487,3,29,31,0,65,0,68,0,0,0,0,0,0,0,135,365,47,0,412,4,555,12,5,0,0,6,5,20,5338,428,48,0,474,20,5832,3260,24,0,0,24,4,3292,76,152,8,0,159,0,235,4,14,15,0,23,0,29,0,0,0,0,0,0,0,80,160,17,0,183,3,264,6,0,0,0,0,0,7,3338,191,17,0,208,7,3559,2155,20,0,0,20,4,2176,50,89,4,0,90,0,141,0,4,8,0,11,0,15,0,0,0,0,0,0,0,49,95,6,0,106,0,159,4,0,0,0,0,0,7,2217,110,6,0,117,3,2339,2587,16,0,0
CED217,4254,277,3,0,278,7,4538,457,1259,26,4,1283,0,1744,4,41,17,0,65,0,66,0,0,0,0,0,0,0,461,1304,43,4,1349,0,1806,0,0,0,0,0,0,5,4714,1573,47,4,1628,6,6347,5461,251,0,0,251,0,5712,412,1443,38,0,1485,0,1893,0,70,36,0,108,0,110,0,0,0,0,0,0,0,414,1518,74,0,1593,0,2004,6,0,0,0,0,0,3,5883,1768,74,0,1846,0,7728,3902,106,6,0,105,0,4010,255,837,43,0,878,0,1128,3,35,30,0,65,0,64,0,0,0,0,0,0,0,262,864,72,0,940,0,1196,9,0,0,0,0,0,9,4165,966,78,0,1045,0,5207,2721,74,0,0,75,0,2798,163,511,18,0,527,0,692,0,31,26,0,51,0,57,0,0,0,0,0,0,0,166,534,41,0,579,0,743,0,0,0,0,0,0,0,2889,609,45,0,653,0,3543,3745,99,0,0
CED218,3143,442,4,0,448,15,3603,576,4707,228,10,4951,7,5533,13,413,304,0,719,0,736,4,0,0,4,9,0,12,595,5122,537,14,5675,9,6276,10,20,7,0,20,6,40,3744,5583,543,14,6145,30,9915,3219,341,5,0,352,7,3578,461,5221,237,3,5461,0,5920,12,435,437,4,877,0,888,0,0,0,0,3,0,6,475,5656,677,7,6342,0,6821,6,19,0,0,19,10,37,3705,6018,683,10,6709,21,10431,1995,165,4,0,166,0,2164,240,2735,149,0,2893,4,3133,3,239,260,0,496,0,504,0,5,0,0,4,0,7,244,2977,411,10,3392,3,3642,0,6,0,0,6,3,8,2248,3141,412,10,3559,15,5815,1440,104,0,0,104,5,1545,149,1656,78,0,1737,0,1881,0,152,165,0,318,0,321,0,0,0,0,4,0,4,150,1815,244,4,2056,0,2210,0,3,0,0,8,5,11,1590,1924,238,4,2167,8,3763,1855,125,3,0
CED219,5588,321,10,4,330,10,5928,397,2958,77,3,3035,7,3438,6,188,138,3,330,0,338,0,7,0,3,8,0,8,408,3152,209,9,3372,7,3783,11,6,4,0,7,12,27,6007,3475,219,13,3711,27,9741,5592,256,10,0,262,4,5862,339,2654,100,5,2762,0,3104,12,235,173,0,412,0,424,0,3,0,0,0,0,6,350,2900,272,9,3177,0,3529,13,4,0,0,4,11,23,5956,3158,280,9,3444,23,9423,3186,109,0,0,109,7,3302,170,1176,33,4,1215,3,1382,0,123,79,3,205,0,206,4,6,0,0,6,0,3,171,1303,111,4,1420,3,1598,0,0,0,0,0,4,4,3361,1413,106,4,1527,12,4906,2150,81,5,0,81,3,2241,99,642,38,4,680,0,781,0,69,55,0,125,0,132,0,0,0,0,0,0,0,104,720,90,4,810,0,912,0,0,0,0,0,0,4,2254,796,94,4,891,0,3153,2555,87,0,0
CED220,3624,193,0,0,193,0,3816,423,1351,32,0,1387,5,1813,6,50,16,0,63,0,70,0,0,0,0,0,0,0,429,1403,52,0,1452,5,1885,0,0,0,0,0,3,7,4053,1599,52,0,1648,8,5704,3588,154,0,0,154,0,3742,369,1338,37,0,1375,4,1752,8,57,22,0,80,0,86,0,0,0,0,0,0,0,380,1401,59,0,1454,4,1840,3,0,0,0,0,3,4,3968,1550,59,0,1610,3,5584,2462,81,0,0,80,0,2539,173,548,23,0,566,0,737,5,34,19,0,55,0,59,0,0,0,0,0,0,0,174,584,42,0,619,0,802,0,5,0,0,5,0,5,2637,666,37,0,706,0,3346,1679,61,0,0,61,0,1743,109,346,24,0,371,3,482,0,17,13,0,31,0,31,0,0,0,0,0,0,0,109,365,42,0,405,3,516,0,0,0,0,0,0,0,1792,423,42,0,464,3,2256,2434,70,0,0
CED221,4851,358,4,0,361,11,5217,394,6310,217,6,6528,9,6930,14,727,293,4,1024,0,1035,0,0,0,0,0,0,3,400,7035,510,6,7560,9,7972,4,34,0,0,32,18,57,5255,7428,518,10,7950,38,13245,4480,296,7,0,303,0,4785,336,6166,261,4,6432,10,6774,10,734,355,3,1092,0,1106,3,7,0,0,4,0,4,354,6905,614,8,7528,10,7888,7,22,0,0,17,15,40,4837,7220,618,11,7852,21,12712,2397,125,3,0,126,0,2526,188,2884,127,3,3008,4,3197,10,456,315,4,773,0,779,0,5,4,0,7,0,7,193,3345,444,3,3790,4,3987,3,8,0,0,12,5,16,2591,3479,442,6,3930,8,6530,1542,70,0,0,75,4,1623,115,1554,75,0,1627,4,1742,9,338,239,0,576,0,578,0,0,0,0,0,0,0,116,1890,312,3,2207,3,2326,0,0,0,0,0,0,5,1664,1968,316,3,2283,10,3955,1903,76,0,0
CED222,2421,286,11,0,295,0,2718,592,4426,281,0,4713,5,5308,17,569,405,3,983,0,1001,0,0,0,0,6,0,6,610,5006,685,4,5692,5,6310,6,11,4,0,17,12,37,3039,5300,696,4,6001,20,9065,2483,215,9,0,220,0,2707,490,4046,287,0,4331,10,4832,21,611,433,3,1051,0,1075,6,4,7,0,12,0,14,520,4666,728,8,5393,8,5921,8,8,4,0,9,9,30,3011,4881,734,8,5623,17,8656,1485,126,8,0,129,3,1620,231,1988,145,0,2135,6,2360,10,280,275,3,554,0,564,0,5,0,4,6,0,6,241,2268,418,4,2692,7,2933,0,4,0,0,4,8,9,1726,2394,423,4,2825,9,4563,1017,67,5,0,66,0,1087,135,1168,104,0,1264,0,1400,11,190,221,0,411,0,423,0,0,0,0,0,0,0,143,1361,317,0,1681,0,1825,0,6,3,0,6,4,10,1162,1428,328,0,1756,6,2917,1334,89,0,0
CED223,5380,72,0,0,72,9,5460,161,349,9,5,358,0,520,7,30,27,0,58,0,62,0,0,0,0,0,0,0,171,377,36,5,417,0,581,5,0,0,0,0,11,20,5552,450,36,5,489,26,6059,5603,69,0,0,73,5,5683,137,316,16,0,331,0,467,0,34,32,0,72,0,71,0,0,0,0,0,0,0,135,348,48,0,399,0,535,14,0,0,0,0,10,31,5761,427,49,0,476,19,6250,3603,46,3,0,51,5,3658,74,161,8,0,167,0,240,0,17,21,0,37,0,36,0,0,0,0,0,0,0,74,179,27,0,202,0,275,9,0,0,0,0,3,15,3682,221,26,0,252,7,3946,2415,35,3,0,38,7,2458,52,99,0,0,103,0,158,0,5,13,0,25,0,25,0,0,0,0,0,0,0,60,106,14,0,127,0,182,0,0,0,0,0,3,7,2469,139,18,0,160,11,2643,2919,41,0,0
CED224,4872,275,0,0,274,0,5146,489,1999,99,0,2099,0,2589,11,220,70,0,291,0,304,0,0,0,0,0,0,0,494,2222,170,0,2393,0,2891,3,8,0,0,8,6,24,5368,2510,167,0,2675,11,8060,4958,231,0,0,236,0,5194,443,2170,98,3,2268,7,2722,3,215,97,0,316,3,320,0,0,0,0,0,0,0,449,2391,193,3,2589,7,3039,4,7,0,0,7,6,11,5414,2629,189,3,2825,8,8249,3012,131,0,0,133,0,3146,185,1196,58,0,1259,0,1445,0,139,66,0,203,0,201,0,3,0,0,3,0,3,188,1336,125,0,1462,0,1653,5,0,0,0,0,0,3,3204,1465,128,0,1595,0,4804,2027,70,0,0,70,0,2101,135,721,51,0,774,4,908,4,88,50,0,138,0,144,0,0,0,0,0,0,0,140,811,104,0,913,4,1055,0,0,0,0,0,0,0,2175,883,104,0,985,4,3164,2642,83,0,0
CED225,5234,294,11,0,306,5,5550,464,1545,62,0,1610,0,2070,3,75,40,0,115,0,118,0,4,0,0,4,0,3,462,1627,103,0,1728,0,2192,8,5,0,0,5,6,14,5704,1926,105,0,2038,9,7751,5810,249,5,0,253,4,6062,429,1612,74,0,1690,0,2124,9,86,40,0,126,0,130,4,6,0,0,6,0,3,440,1708,113,0,1817,0,2261,3,5,0,0,5,10,22,6253,1960,121,0,2076,16,8341,3528,123,0,0,123,0,3653,211,796,28,0,820,0,1026,0,45,20,0,64,0,63,0,0,0,0,0,0,0,211,841,46,0,885,0,1098,9,0,0,0,0,0,12,3750,962,46,0,1006,0,4757,2348,63,0,0,63,0,2413,125,450,31,0,483,0,601,0,28,15,0,42,0,48,3,0,0,0,0,0,3,123,483,43,0,530,0,650,0,0,0,0,0,0,3,2479,547,43,0,588,0,3065,3144,96,0,0
CED226,2990,215,0,0,215,5,3204,432,1642,81,0,1725,0,2160,3,87,53,0,141,0,148,0,0,0,0,0,0,0,438,1735,140,0,1871,3,2307,8,8,0,0,8,6,17,3434,1956,137,0,2094,7,5533,3818,187,0,0,187,0,4006,474,2336,122,3,2461,0,2937,3,123,111,0,232,0,235,0,0,0,0,3,0,3,481,2455,231,3,2696,0,3174,0,11,0,0,11,4,18,4303,2660,231,3,2894,5,7204,3077,110,0,0,110,0,3192,267,1299,53,0,1351,0,1622,4,66,98,0,158,0,163,0,0,0,0,0,0,0,273,1368,148,0,1516,0,1785,0,3,0,0,3,5,8,3347,1476,148,0,1627,3,4978,2300,69,0,0,69,0,2371,183,876,56,0,934,0,1116,0,46,77,0,126,0,121,0,0,0,0,0,0,0,183,917,132,3,1055,4,1243,0,4,0,0,4,0,3,2486,987,132,3,1124,3,3615,3484,109,0,0
CED227,6292,254,0,0,255,4,6555,345,3981,85,0,4068,0,4418,0,189,68,0,258,0,260,0,4,0,0,4,0,6,349,4174,155,0,4331,7,4679,12,11,4,0,17,24,48,6652,4436,161,0,4599,32,11282,6206,235,5,0,239,3,6453,293,3913,79,0,3994,0,4286,6,206,114,0,316,0,326,0,3,5,0,9,0,7,297,4119,199,0,4322,4,4622,8,7,0,0,16,17,41,6507,4366,204,0,4571,29,11115,3652,111,0,0,110,3,3762,137,1842,46,0,1891,0,2032,3,105,57,0,165,0,166,3,0,0,0,3,0,8,147,1948,105,0,2059,0,2198,8,6,0,0,6,4,14,3802,2061,111,0,2178,7,5987,2338,68,0,0,69,0,2413,96,917,28,0,945,0,1038,0,61,42,0,102,0,106,0,0,0,0,0,0,0,96,980,72,0,1048,0,1143,4,0,0,0,0,0,7,2440,1047,73,0,1121,5,3564,3048,80,3,0
CED228,3532,368,11,0,380,0,3916,471,8971,217,13,9195,11,9670,18,522,263,0,783,0,801,4,8,0,8,15,0,15,489,9489,477,24,9991,15,10491,11,25,0,0,27,13,50,4038,9887,487,25,10400,26,14463,3459,286,10,0,299,3,3762,443,8179,205,9,8394,5,8843,20,500,349,0,853,4,875,0,4,0,0,4,0,11,466,8690,550,12,9253,11,9728,7,34,0,3,37,16,59,3935,9010,563,10,9585,26,13547,2069,141,3,0,146,0,2220,196,3634,107,6,3741,0,3932,6,262,240,0,502,0,515,0,7,0,0,7,0,7,207,3897,348,5,4250,0,4460,7,12,0,0,11,5,19,2284,4053,353,9,4410,7,6700,1392,80,8,0,89,0,1478,132,1671,63,0,1738,0,1870,4,158,149,0,309,0,313,0,7,0,0,7,0,7,129,1827,220,3,2051,0,2183,0,3,0,0,3,5,8,1529,1918,225,3,2137,0,3675,1722,97,0,0
CED229,3634,245,5,0,244,5,3887,498,1512,35,0,1545,8,2048,5,57,17,0,75,0,73,0,0,0,0,0,0,0,502,1573,51,0,1616,8,2128,7,7,0,0,7,0,11,4139,1819,48,0,1873,9,6021,3277,180,0,4,178,4,3460,308,1172,44,0,1211,4,1524,0,50,13,0,60,0,62,0,0,0,0,0,0,0,311,1218,54,0,1274,4,1583,10,5,0,0,5,4,20,3595,1400,54,3,1459,15,5063,1968,82,0,0,77,0,2055,160,513,17,3,534,0,696,0,25,8,0,30,0,30,0,0,0,0,0,0,0,160,541,28,3,568,0,730,5,0,0,0,0,0,8,2140,622,26,3,648,6,2795,1286,55,0,0,56,0,1348,93,299,9,0,308,0,391,0,13,5,0,21,0,21,0,0,0,0,0,0,0,93,309,13,0,320,0,415,3,0,0,0,0,0,3,1376,367,17,0,382,0,1765,1649,55,0,0
CED230,5449,86,0,0,86,10,5549,150,576,38,0,613,0,768,4,61,84,0,142,0,149,6,0,5,0,3,0,10,165,635,122,0,755,0,918,7,3,0,0,3,10,22,5620,727,122,0,850,28,6490,5558,76,0,0,77,3,5639,124,512,40,0,557,3,680,4,61,69,0,125,0,133,0,0,0,0,4,0,3,132,569,107,0,686,3,817,16,0,0,0,0,10,30,5698,653,109,0,764,20,6486,3610,43,0,0,46,3,3655,69,227,23,0,245,0,317,0,44,44,0,92,0,93,0,0,0,0,0,0,0,70,272,69,0,337,0,404,3,0,0,0,0,5,9,3677,314,72,0,384,9,4073,2351,19,0,0,21,4,2373,40,114,18,0,134,4,176,0,32,35,0,73,0,73,0,0,0,0,0,0,0,40,154,60,0,207,4,253,6,0,0,0,0,7,16,2392,170,58,0,236,11,2645,2845,26,0,0
CED231,4190,334,5,0,342,0,4526,527,1554,44,5,1600,4,2131,7,94,44,0,136,0,141,0,0,0,0,4,0,4,532,1651,85,6,1743,4,2278,7,6,0,0,6,11,20,4727,1990,93,6,2085,13,6823,4317,256,0,0,258,3,4574,452,1618,60,4,1682,0,2137,9,75,42,0,115,0,130,0,5,0,0,4,0,4,462,1698,100,4,1802,3,2269,14,5,0,0,5,9,24,4797,1957,103,4,2060,10,6865,2430,118,0,0,123,3,2551,233,889,36,0,924,3,1159,3,54,37,0,88,0,99,0,0,0,0,0,0,0,241,939,75,0,1009,5,1257,5,0,0,0,0,0,7,2673,1058,72,0,1136,9,3817,1670,77,0,0,82,0,1749,135,571,32,0,611,0,742,5,27,28,0,54,0,55,0,0,0,0,0,0,0,137,600,60,0,660,0,802,0,0,0,0,0,0,3,1810,680,61,0,746,3,2556,2209,118,0,0
CED232,6846,244,7,0,251,7,7100,328,2327,54,7,2380,0,2713,5,95,24,0,124,0,125,0,3,0,5,5,0,5,332,2426,78,8,2510,0,2842,10,5,0,4,7,9,30,7193,2676,76,10,2765,17,9971,7346,202,0,0,204,10,7564,346,2131,36,0,2170,0,2514,4,81,31,0,113,0,112,0,0,0,0,0,0,0,351,2217,66,0,2286,0,2635,15,0,0,0,0,5,18,7708,2420,68,0,2487,16,10210,4219,131,0,0,135,9,4361,130,906,27,0,928,0,1061,4,41,19,0,61,0,62,0,0,0,0,0,0,0,130,944,45,0,992,0,1124,9,0,0,0,0,7,12,4358,1079,48,3,1126,11,5496,2737,60,0,0,60,3,2802,79,468,16,0,481,0,563,0,21,13,0,36,0,36,0,0,0,0,0,0,0,79,491,29,0,515,0,592,5,0,0,0,0,4,10,2820,554,29,0,584,8,3406,3583,75,0,0
CED233,2687,221,0,0,221,0,2903,397,1608,54,4,1664,0,2066,8,132,54,0,182,0,184,0,0,0,0,0,0,0,403,1736,109,4,1847,3,2254,0,0,0,0,0,10,7,3093,1951,110,4,2065,15,5165,1893,136,0,0,135,0,2034,272,1058,57,0,1115,6,1392,13,119,78,0,197,0,210,0,0,0,0,0,0,0,280,1177,129,0,1312,6,1600,0,0,0,0,6,8,14,2187,1312,135,0,1448,13,3648,1103,52,0,0,52,0,1159,100,434,24,0,459,0,558,3,62,30,0,90,0,98,0,0,0,0,0,0,0,100,495,54,0,551,0,658,6,0,0,0,3,0,6,1212,554,55,0,610,0,1819,685,19,0,0,19,0,705,62,240,16,0,254,0,318,0,32,27,0,59,0,62,0,0,0,0,0,0,0,68,266,40,0,311,0,378,0,0,0,0,0,0,5,751,290,40,0,336,4,1088,865,28,0,0
