CED_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
CED211,657,9,0,12,669,77,0,746,0,3,0,9,12,0,0,0,12,0,5,19,3912,474,74,53,4506,45,14,60,4565,211,22,4795,852,102,22,6,979,16,4,24,998,51,0,1049,1155,149,16,9,1323,9,0,9,1332,41,0,1375,45,4,3,0,49,0,0,0,47,7,0,58,7,0,0,10,14,0,0,0,14,0,0,18,2051,256,37,14,2364,27,4,36,2393,100,0,2495,24,3,0,0,27,0,0,0,29,0,0,34,32,3,0,0,41,3,0,7,40,0,0,43,53,10,0,0,61,3,0,4,71,4,0,75,2110,264,37,15,2431,33,3,40,2466,103,0,2573,361,46,6,4,417,6,0,5,425,56,0,485,5,0,0,3,4,0,0,0,4,0,0,4,2475,307,41,23,2854,44,5,50,2900,156,3,3068,1279,146,26,3,1451,21,3,23,1482,68,3,1550,1498,193,26,3,1722,30,4,30,1751,51,6,1803
CED212,586,9,4,15,600,92,5,692,3,0,0,0,11,0,0,0,11,0,8,17,3357,414,67,63,3906,49,11,59,3965,240,25,4226,827,91,10,4,937,7,0,10,947,44,3,995,973,139,18,9,1132,4,0,6,1139,41,4,1182,64,8,4,0,77,3,0,3,87,5,0,88,17,0,0,3,19,0,0,0,20,0,0,20,1875,236,32,18,2159,26,6,28,2189,92,6,2286,5,0,0,0,13,0,0,0,8,0,0,10,20,0,0,0,21,0,0,0,21,0,0,27,27,0,0,0,32,0,0,0,32,0,0,38,1907,238,32,18,2196,22,6,29,2221,93,6,2319,266,43,11,7,327,8,0,12,335,67,0,408,0,0,0,4,3,0,0,0,3,0,3,10,2177,282,45,26,2523,32,6,37,2562,162,13,2737,1088,117,17,7,1232,21,4,24,1251,55,0,1308,1144,180,22,8,1353,12,0,15,1372,58,0,1430
CED213,482,3,4,10,491,76,0,569,0,0,0,0,5,0,0,0,5,0,20,23,2834,429,87,52,3402,29,6,44,3440,191,19,3657,601,100,18,0,717,13,3,16,731,47,4,777,908,146,23,15,1085,12,0,8,1100,46,0,1140,56,13,6,0,75,0,0,0,75,7,0,80,0,0,0,13,13,0,0,0,19,0,0,18,1558,250,48,34,1895,20,6,27,1915,101,4,2020,13,0,5,0,16,0,0,0,20,0,0,13,6,0,0,0,7,0,0,0,7,0,0,12,16,0,5,0,25,6,0,6,24,5,0,28,1581,254,49,31,1920,21,6,25,1947,99,4,2053,213,35,6,9,262,3,0,5,274,72,0,343,0,0,0,0,0,0,0,0,0,0,12,14,1795,293,55,41,2179,30,7,32,2218,174,19,2405,852,111,38,5,1001,11,0,7,1017,62,6,1080,1063,161,29,10,1270,6,0,3,1269,57,0,1325
CED214,705,22,11,38,743,280,7,1026,9,0,0,12,22,0,0,0,24,7,14,42,2255,538,70,51,2915,86,36,126,3034,452,28,3511,570,75,11,3,665,12,3,20,681,49,0,727,467,103,13,8,583,12,4,16,604,60,0,665,26,4,5,0,30,0,0,0,37,3,0,42,0,0,0,7,12,0,0,0,12,0,0,17,1063,184,31,16,1293,28,8,36,1332,111,3,1447,16,9,3,0,31,9,6,12,41,6,0,47,25,10,0,0,31,4,6,13,46,8,0,57,43,17,4,0,66,10,13,20,85,14,0,100,1100,206,30,24,1360,42,25,59,1421,127,3,1549,263,112,9,9,396,16,6,23,419,193,7,622,4,0,0,4,3,0,0,0,3,0,6,18,1371,316,44,33,1762,54,29,79,1847,321,21,2185,723,101,19,3,844,15,6,24,866,86,0,947,535,168,11,8,725,10,5,13,743,83,0,825
CED215,1069,34,6,45,1113,197,7,1312,8,3,0,16,29,3,0,3,31,0,17,49,4949,729,110,92,5886,148,26,176,6062,399,32,6490,1193,130,25,7,1358,29,7,36,1396,55,3,1453,878,149,20,10,1049,13,6,16,1070,42,0,1113,44,12,5,0,60,0,0,0,66,3,0,66,10,0,0,6,18,0,0,0,20,0,0,21,2125,293,48,17,2485,51,10,62,2549,102,7,2654,37,8,0,0,44,6,0,13,53,3,0,55,53,16,0,3,78,3,0,3,84,0,0,85,92,28,0,3,121,15,0,12,137,4,0,141,2219,325,48,18,2607,66,8,78,2681,108,7,2791,432,99,14,20,569,24,3,29,599,113,3,716,0,0,0,4,12,0,0,0,12,0,7,22,2649,423,72,45,3181,89,12,103,3289,223,23,3532,1382,169,27,3,1579,38,7,43,1621,76,0,1701,995,179,27,4,1209,27,4,31,1237,81,0,1316
CED216,475,15,0,17,494,132,3,633,3,3,0,0,10,0,0,0,11,0,17,28,2646,397,90,61,3187,45,16,64,3246,287,24,3559,629,68,4,4,710,4,7,7,724,32,0,758,768,133,30,10,934,16,6,18,954,60,4,1013,50,7,11,0,63,0,0,0,63,7,0,71,5,5,0,12,25,0,0,0,25,0,0,29,1449,215,48,25,1740,17,11,29,1765,99,4,1872,7,5,0,4,11,4,0,4,10,4,0,12,15,0,0,0,14,0,0,0,21,0,0,21,18,4,0,4,23,3,0,3,33,4,0,36,1470,216,50,29,1762,23,11,35,1801,99,4,1904,231,46,13,7,296,13,6,18,313,97,7,416,4,0,0,8,11,0,0,0,11,0,14,23,1702,268,57,39,2071,36,19,57,2119,192,22,2339,821,90,14,10,937,9,0,15,955,56,0,1011,929,143,32,14,1122,11,0,11,1138,82,3,1220
CED217,717,10,0,12,729,82,0,811,8,4,0,5,11,0,0,0,11,0,12,28,4283,454,67,44,4849,83,9,101,4948,241,18,5207,1250,145,12,0,1411,35,6,35,1446,58,0,1510,1128,140,16,8,1288,22,0,18,1307,43,4,1356,44,8,9,0,61,0,0,0,61,4,0,64,9,0,0,7,21,0,0,0,21,3,0,24,2429,292,37,18,2777,53,8,57,2835,108,9,2943,11,3,4,0,19,0,0,3,24,0,0,24,25,3,0,0,34,3,0,0,36,4,3,42,42,10,4,0,51,6,4,6,56,4,3,66,2468,300,37,18,2822,53,11,62,2888,112,10,3005,405,39,4,8,452,10,4,13,466,57,0,526,3,0,0,5,9,0,0,0,9,0,5,11,2875,338,41,24,3283,66,10,72,3358,167,10,3543,1659,178,16,8,1866,43,4,50,1910,79,7,1993,1484,215,26,12,1736,18,4,25,1756,58,0,1820
CED218,1125,45,7,52,1181,281,10,1474,11,3,0,13,25,0,0,0,26,3,24,52,4071,738,117,126,5059,162,30,190,5255,516,47,5815,1051,130,19,5,1206,27,4,32,1233,82,0,1317,920,177,27,7,1139,20,6,27,1160,67,0,1231,60,13,3,0,77,3,0,3,81,5,0,89,18,0,3,19,35,0,0,0,35,3,3,46,2050,321,54,36,2456,50,11,57,2515,162,7,2684,27,7,0,0,30,14,0,14,52,7,0,53,47,8,0,0,54,6,8,14,66,3,0,69,70,9,0,0,84,17,8,25,116,6,0,120,2121,332,54,35,2541,71,16,86,2625,166,7,2801,522,138,23,21,703,30,3,34,735,183,12,933,0,3,0,5,15,0,0,0,15,0,18,28,2652,472,73,65,3257,103,16,120,3379,356,34,3763,1361,185,21,6,1575,33,3,35,1612,117,3,1731,1199,247,25,7,1474,30,6,32,1507,126,0,1630
CED219,1042,38,12,51,1093,196,4,1297,11,7,0,9,23,0,0,0,23,0,28,47,3593,579,102,81,4367,98,31,128,4495,369,41,4906,879,101,15,3,998,19,3,22,1024,52,0,1077,851,137,24,3,1016,8,0,8,1020,44,0,1071,56,5,6,0,69,0,0,0,69,11,0,81,10,0,0,17,25,0,0,0,25,0,3,30,1793,249,43,29,2116,24,3,32,2146,107,7,2268,25,11,0,0,40,13,0,11,52,6,0,59,35,12,0,0,51,7,3,6,49,0,0,50,62,21,0,0,89,16,3,17,103,10,0,112,1857,267,48,29,2202,35,5,51,2249,116,7,2377,435,88,14,17,551,19,6,24,575,164,4,743,3,0,0,4,7,0,0,0,7,3,17,28,2290,357,60,48,2761,61,13,71,2832,288,31,3153,1074,118,24,6,1223,29,6,35,1254,79,0,1337,998,158,23,16,1189,21,0,20,1213,57,0,1272
CED220,525,11,0,12,540,48,3,588,0,0,0,3,3,0,0,0,7,0,4,10,2757,305,37,36,3134,54,9,61,3188,135,14,3346,798,67,10,0,878,24,3,23,898,37,0,934,660,97,5,4,773,7,0,7,780,15,5,802,27,0,0,0,34,0,0,0,34,0,0,34,7,0,0,6,10,0,0,0,10,0,0,10,1496,168,18,7,1689,28,10,35,1724,49,0,1781,17,0,0,0,16,0,0,0,16,0,0,17,18,0,0,0,21,0,0,0,24,0,0,27,39,3,0,0,39,0,0,0,41,3,0,38,1536,173,18,7,1729,28,6,37,1765,53,0,1823,319,46,6,6,371,9,0,9,379,45,0,423,0,0,0,4,3,0,0,0,3,0,5,7,1851,218,19,19,2103,38,10,42,2147,100,5,2256,1062,95,13,3,1172,29,5,29,1205,63,0,1262,1032,118,5,3,1166,13,5,11,1180,36,0,1213
CED221,1536,69,22,89,1623,350,13,1986,14,0,0,15,31,0,0,0,31,4,16,53,4579,915,109,113,5718,142,41,181,5902,594,36,6530,927,132,16,8,1090,23,3,33,1117,51,5,1170,945,192,14,8,1158,15,3,18,1183,67,0,1249,70,9,16,0,85,0,0,0,83,6,0,95,14,0,0,14,29,0,0,3,31,0,6,37,1948,336,49,35,2363,40,8,53,2419,125,9,2550,23,3,0,0,27,0,0,0,29,5,0,32,36,12,0,0,51,12,0,11,65,5,0,69,59,14,0,0,81,10,0,13,91,12,0,103,2011,352,49,31,2442,51,13,69,2507,142,9,2653,721,205,14,32,972,40,14,50,1028,246,6,1277,6,0,0,0,7,0,0,0,7,4,7,22,2740,555,65,69,3423,90,29,120,3545,389,23,3955,1322,177,29,5,1537,24,3,28,1565,90,0,1663,1089,214,27,14,1343,13,4,19,1358,82,0,1444
CED222,818,22,13,32,850,243,3,1097,9,3,0,5,18,0,0,0,18,4,16,38,3244,608,76,68,3992,96,27,124,4113,426,26,4563,833,95,22,4,953,13,8,28,979,62,0,1042,717,153,15,0,889,17,6,26,915,56,0,972,38,15,3,0,54,4,0,4,54,8,0,60,4,0,0,12,12,0,0,0,12,3,3,19,1595,266,46,14,1909,32,15,51,1961,127,6,2088,19,0,0,0,22,0,0,0,25,3,0,30,24,8,0,0,35,9,7,14,47,6,0,49,41,8,0,0,58,10,7,14,68,10,0,76,1638,270,40,12,1966,43,19,63,2032,136,6,2169,388,118,13,15,531,9,5,23,554,169,4,724,9,0,0,5,10,0,0,0,10,0,11,22,2029,393,53,32,2507,59,25,84,2591,311,15,2917,1169,159,24,7,1357,19,11,27,1382,97,0,1479,867,185,25,7,1088,19,3,27,1114,88,0,1201
CED223,422,10,8,18,436,105,0,542,10,0,0,4,8,0,0,0,8,0,13,23,3014,441,111,65,3628,40,16,59,3679,246,16,3946,879,92,18,8,993,4,0,7,999,56,0,1053,873,140,20,10,1048,6,0,13,1055,59,3,1116,44,11,4,0,58,0,0,0,58,6,0,61,7,4,0,19,26,0,0,0,29,0,0,28,1803,240,40,33,2118,12,3,16,2137,118,4,2262,5,4,0,0,8,3,6,4,15,0,0,18,15,0,4,0,22,0,0,0,20,3,0,25,24,4,5,0,28,5,0,6,37,3,0,46,1821,248,46,33,2152,17,6,22,2175,126,4,2305,182,39,13,0,234,0,0,3,238,85,0,323,0,0,0,0,4,0,0,0,4,0,10,15,2010,287,59,39,2391,21,8,23,2416,212,16,2643,1103,112,17,8,1248,12,4,16,1262,64,0,1329,1039,185,27,18,1268,8,4,10,1278,51,0,1330
CED224,626,23,5,25,653,105,0,767,3,0,0,10,12,0,0,0,12,0,11,25,3881,453,95,47,4468,76,7,80,4549,235,19,4804,1038,115,20,0,1176,16,0,17,1192,44,0,1237,1062,141,25,9,1231,16,0,17,1249,49,0,1292,53,12,7,0,74,0,0,0,76,8,0,83,9,0,0,9,20,0,0,0,22,5,4,30,2164,265,55,18,2499,38,0,34,2532,99,10,2643,20,0,0,0,20,0,0,0,21,0,0,22,19,0,0,0,21,4,0,4,22,9,0,26,36,7,0,0,45,3,0,3,44,10,0,56,2206,268,53,18,2543,39,0,39,2576,108,10,2692,307,50,8,7,358,12,3,15,378,77,0,451,0,0,0,0,3,0,0,0,3,0,5,11,2504,318,59,24,2905,49,6,55,2959,187,15,3164,1365,174,36,4,1578,24,0,28,1605,74,0,1680,1298,178,21,7,1506,15,0,15,1517,53,0,1577
CED225,539,6,0,5,543,62,0,605,3,0,0,0,10,0,0,0,10,0,18,25,3880,496,61,39,4475,61,12,70,4545,191,17,4757,940,117,20,0,1075,14,4,13,1093,50,3,1140,1136,154,19,8,1316,16,5,21,1332,50,0,1382,50,5,4,0,60,0,0,0,60,4,0,65,10,0,0,8,14,0,0,0,14,4,0,18,2138,278,41,13,2466,30,7,35,2505,108,3,2608,11,4,3,0,18,0,0,0,17,3,0,22,28,3,0,0,34,0,0,0,37,5,0,43,45,8,3,0,51,3,0,4,57,3,0,62,2183,285,42,13,2518,34,4,37,2564,108,3,2671,265,44,8,7,330,3,5,8,333,55,0,386,0,0,0,3,5,0,0,0,5,0,5,7,2450,331,48,23,2855,33,6,47,2899,159,3,3065,1390,141,27,4,1558,21,0,22,1579,79,3,1666,1395,181,14,3,1599,15,3,19,1614,67,0,1677
CED226,739,20,9,19,758,114,3,879,11,0,0,6,12,0,0,0,12,0,13,22,4044,445,63,46,4600,80,16,96,4697,258,30,4978,1233,113,12,4,1369,20,4,20,1392,66,4,1462,1124,154,10,3,1294,18,3,20,1310,36,0,1342,30,7,3,0,41,0,0,0,45,0,0,49,10,0,0,8,20,0,0,0,20,3,7,28,2401,273,34,18,2724,33,10,44,2767,107,7,2886,30,4,0,0,40,8,0,8,42,0,0,39,28,0,0,0,32,0,4,4,43,3,0,39,61,8,0,0,67,3,4,8,81,9,0,88,2462,276,31,22,2794,38,10,52,2848,114,7,2967,431,75,8,9,519,15,7,15,531,106,0,641,0,0,0,4,3,0,0,0,3,0,8,8,2895,356,43,30,3318,53,14,69,3389,218,15,3615,1695,176,17,8,1898,24,3,31,1931,118,4,2051,1573,262,17,12,1856,17,0,22,1880,60,0,1945
CED227,1021,22,7,28,1052,140,6,1198,12,3,0,8,24,0,0,0,24,6,20,45,4698,628,106,86,5518,81,29,108,5621,318,42,5987,1095,108,10,9,1216,11,4,18,1235,48,0,1281,1151,174,23,8,1357,17,3,21,1375,35,0,1411,51,9,11,0,68,0,0,0,68,4,0,74,9,3,0,9,22,3,0,3,24,0,0,24,2302,292,47,27,2667,31,12,40,2709,82,4,2791,26,5,0,0,33,0,0,5,34,9,0,40,31,5,0,0,44,4,0,4,43,0,0,46,61,16,0,0,73,5,0,7,82,8,0,89,2360,306,47,23,2735,42,9,51,2790,93,4,2875,465,69,17,11,559,15,11,22,583,76,6,662,5,0,0,5,5,0,0,0,5,3,10,26,2828,376,61,39,3302,58,14,73,3376,163,17,3564,1405,148,10,3,1571,18,0,17,1590,70,0,1657,1476,210,22,14,1731,12,5,14,1745,71,0,1814
CED228,1550,75,12,87,1632,322,8,1964,14,3,0,24,42,3,0,3,45,4,43,89,4621,940,130,127,5819,196,40,242,6057,581,63,6700,950,140,28,6,1119,26,9,36,1153,80,0,1235,819,156,24,5,999,32,5,35,1034,68,3,1110,41,10,9,0,69,4,0,4,72,3,0,74,19,4,4,14,32,4,0,4,34,3,0,42,1826,306,60,21,2217,62,8,79,2297,161,12,2463,38,14,5,0,57,10,0,10,64,6,0,72,64,10,0,0,75,8,0,6,80,3,0,85,104,22,5,0,129,14,0,19,144,12,0,161,1930,327,66,25,2345,79,10,92,2443,174,6,2624,568,158,13,26,766,36,6,50,817,200,0,1016,9,0,0,13,15,0,0,0,15,0,13,29,2502,485,79,64,3134,124,21,141,3270,374,28,3675,1224,156,35,12,1426,26,12,39,1463,95,0,1560,1018,230,22,5,1275,25,0,26,1304,96,4,1394
CED229,407,8,7,14,425,54,0,473,5,3,0,5,14,0,0,0,16,0,12,22,2148,368,39,32,2586,47,10,56,2641,133,21,2795,566,68,3,5,646,10,0,12,652,41,0,692,556,91,5,0,654,14,0,14,664,21,0,685,20,7,9,0,33,0,0,0,35,3,0,37,9,5,0,0,15,0,0,0,15,0,0,15,1147,168,19,6,1340,19,0,22,1362,60,0,1427,15,0,0,0,15,6,0,6,18,0,0,16,17,5,0,0,17,0,0,0,22,0,0,24,32,5,0,0,33,7,0,7,37,0,0,39,1174,171,19,6,1374,27,0,26,1397,67,0,1465,203,31,3,7,242,6,3,9,249,30,4,281,0,4,0,4,9,0,0,0,10,0,8,16,1386,208,19,16,1626,32,5,33,1661,91,5,1765,687,104,13,0,802,16,0,22,819,42,3,865,658,140,4,0,806,12,0,14,818,28,3,848
CED230,567,16,5,24,594,199,9,802,3,0,0,0,8,0,0,0,8,0,26,36,3061,402,72,82,3615,50,17,65,3678,351,39,4073,790,84,12,6,887,11,5,13,898,41,0,944,877,107,15,16,1013,6,0,10,1021,45,3,1072,44,3,6,0,51,3,0,3,53,3,0,57,14,3,0,25,39,0,0,0,39,3,4,44,1724,190,29,43,1990,14,12,26,2017,98,8,2121,4,0,0,0,8,7,0,7,13,3,0,19,7,0,0,0,10,4,0,4,16,3,0,22,13,4,0,0,19,8,0,13,29,10,0,35,1737,196,29,49,2008,23,7,38,2043,107,8,2158,243,67,7,12,331,9,0,12,338,114,3,455,4,0,0,0,4,0,0,0,4,3,17,28,1986,258,36,62,2342,37,7,46,2390,220,28,2645,996,77,14,3,1094,14,0,11,1108,58,0,1164,1088,158,15,18,1273,5,3,14,1288,49,3,1344
CED231,521,8,6,13,529,98,5,633,6,0,0,8,12,0,0,0,12,0,13,27,3030,396,52,36,3513,60,19,74,3587,201,29,3817,797,105,25,0,924,19,4,22,945,29,0,978,828,116,13,0,960,18,6,19,980,30,0,1010,33,7,6,0,48,0,0,0,49,5,0,48,8,0,0,9,17,0,0,0,17,0,0,19,1657,226,50,12,1945,38,4,47,1986,67,7,2061,13,4,0,0,19,0,0,0,19,0,0,17,29,6,0,0,33,3,5,4,40,7,0,51,41,13,6,0,59,3,5,3,63,10,0,69,1703,238,47,12,1998,38,13,48,2049,77,7,2129,263,44,13,3,323,12,3,16,334,72,0,406,0,0,0,3,7,0,0,0,7,0,8,16,1967,282,61,21,2332,47,11,59,2392,145,15,2556,1105,127,24,0,1252,17,3,19,1276,47,0,1325,1075,143,14,14,1239,20,5,29,1268,48,0,1313
CED232,764,17,0,19,779,106,0,890,4,0,0,4,10,0,0,0,10,0,6,18,4395,552,100,96,5147,66,14,78,5225,254,19,5496,1047,99,24,9,1184,7,0,8,1189,52,3,1243,1203,165,30,5,1405,13,0,16,1414,43,0,1462,65,16,7,0,89,5,0,5,91,7,0,103,11,0,0,20,30,0,0,0,30,0,4,32,2325,281,60,34,2706,24,3,26,2730,102,6,2840,14,0,5,0,18,0,0,0,20,0,0,21,39,0,0,3,40,7,0,7,45,4,0,48,50,6,5,3,58,6,0,6,64,5,0,72,2371,283,65,38,2763,32,3,36,2795,109,10,2906,322,54,9,13,400,9,7,13,410,65,0,483,3,0,0,0,8,0,0,0,8,0,9,19,2704,336,77,47,3167,40,12,43,3212,174,21,3406,1413,139,40,9,1606,25,0,24,1630,74,0,1703,1466,229,29,17,1734,9,3,15,1742,53,0,1799
CED233,248,14,7,18,262,78,0,338,0,0,0,4,7,0,0,0,7,0,6,9,1318,237,25,24,1602,43,12,56,1659,156,7,1819,359,51,6,0,423,10,0,14,437,30,0,460,293,52,0,0,348,7,0,4,353,17,0,363,14,6,0,0,20,0,0,0,20,0,0,18,0,0,0,0,3,0,0,0,3,0,0,3,661,109,8,0,786,14,3,16,806,43,0,850,4,4,0,0,14,0,0,0,15,0,0,12,13,0,0,0,12,0,5,8,19,4,0,26,17,3,0,0,24,0,5,8,35,5,0,41,682,115,12,0,811,17,9,24,838,48,0,891,107,28,6,4,143,3,0,6,151,39,4,192,0,0,0,0,0,0,0,0,0,0,5,8,794,146,15,8,955,22,11,31,991,88,7,1088,484,84,3,4,568,13,0,19,587,44,0,625,310,70,5,0,388,8,0,9,395,26,0,418
CED234,786,19,0,20,807,148,0,954,8,0,0,0,9,0,0,0,6,0,17,27,3826,566,80,35,4509,82,16,100,4605,321,27,4955,940,126,9,3,1083,16,7,18,1101,61,0,1163,1022,180,24,8,1223,22,0,25,1252,62,4,1312,29,7,11,0,47,0,0,0,47,3,0,47,3,0,0,3,13,0,0,0,13,0,0,19,1997,312,43,11,2368,41,4,47,2414,130,8,2545,16,4,0,0,26,0,0,0,26,3,0,32,43,4,0,0,47,5,6,8,58,0,0,60,61,11,0,0,78,9,6,13,90,4,0,91,2060,320,44,17,2444,46,10,57,2497,132,8,2635,389,80,8,10,480,12,4,16,501,103,0,599,7,0,0,3,13,0,0,0,13,0,9,20,2453,403,53,28,2936,62,11,76,3011,230,13,3253,1374,160,22,4,1560,39,7,43,1603,87,5,1695,1410,229,18,5,1662,28,9,35,1701,77,0,1775
