CED_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
CED211,0,0,0,48,56,3382,97,88,9,18,20,42,21,5,180,3861,857,11,0,0,0,0,0,0,0,49,917,372,3,4,0,0,0,0,4,0,20,405,231,17,6,3,0,0,0,0,0,16,271,0,0,0,0,0,0,0,0,0,0,3,603,21,10,3,0,0,0,4,0,34,680,9,0,0,0,0,0,0,0,0,71,80,1470,28,10,3,0,0,4,4,0,157,1673,12652,1748,1211,169,193,177,195,75,45,340,16812,9644,6118,5242,1115,1096,1087,932,298,89,322,25948,1773,984,1433,341,313,473,594,180,34,142,6272,21,10,9,0,3,3,0,3,0,8,63,11441,7110,6681,1457,1410,1568,1532,488,126,475,32279,18,8,8,6,0,0,4,0,0,149,191,24114,8858,7893,1634,1606,1750,1724,566,170,963,49276
CED212,0,0,0,16,24,3146,72,31,9,8,3,19,4,5,109,3401,891,9,9,0,0,0,6,0,0,95,1005,236,0,0,0,0,0,0,0,0,11,247,80,9,6,0,0,0,0,0,0,11,103,0,0,0,0,0,0,0,0,0,0,0,318,8,4,0,0,0,0,0,0,22,359,6,0,0,0,0,0,0,0,0,40,49,1213,13,12,0,6,0,4,0,0,160,1401,15653,2536,1986,257,242,193,198,92,50,498,21705,5155,2135,1530,368,302,362,371,155,55,154,10591,665,225,220,73,61,67,111,42,17,52,1516,19,9,0,0,0,0,3,5,0,4,43,5836,2365,1747,441,361,428,483,199,72,207,12150,26,0,4,0,0,0,0,0,0,89,123,21519,4904,3742,700,606,622,679,289,121,800,33981
CED213,0,0,0,21,28,4057,71,47,0,5,0,10,7,0,201,4399,1079,12,11,0,0,0,3,0,0,93,1199,244,0,0,0,0,0,0,0,0,26,269,86,0,0,0,0,0,0,0,0,15,99,6,0,0,0,0,0,0,0,0,5,7,333,0,0,0,0,0,0,0,0,36,377,13,0,0,0,0,0,0,0,0,33,47,1432,12,7,0,0,0,3,0,0,164,1618,15258,2114,1345,197,180,157,153,85,28,696,20210,2959,500,529,142,123,137,150,57,31,153,4772,358,34,40,18,11,24,27,13,0,25,545,32,0,0,0,0,0,0,0,0,10,44,3344,530,571,157,131,166,178,64,33,188,5357,32,0,0,0,0,0,0,0,0,80,115,18633,2646,1921,355,308,320,329,148,57,960,25687
CED214,0,0,0,11,18,5150,85,64,5,5,6,26,6,0,227,5580,219,0,0,0,0,0,0,0,0,23,243,740,0,0,0,0,0,0,0,0,54,794,1142,19,5,0,0,4,0,0,0,103,1271,16,0,0,0,0,0,0,0,0,8,23,1898,19,5,0,0,3,0,0,0,159,2088,12,0,0,0,0,0,0,0,0,7,11,2126,21,5,0,0,3,0,0,0,185,2342,8236,1856,1786,403,390,427,428,134,62,363,14085,22562,6497,7135,1992,2213,2782,3030,776,145,1096,48226,12032,2039,2453,522,562,605,834,408,130,786,20387,99,28,26,8,4,7,23,8,8,48,257,34700,8566,9607,2525,2787,3394,3890,1193,284,1930,68870,57,16,21,3,4,9,4,0,0,131,254,42994,10437,11417,2935,3187,3827,4323,1328,345,2426,83211
CED215,0,0,0,6,10,3087,97,95,18,12,12,47,18,4,120,3513,318,3,0,0,3,0,0,0,0,33,359,504,5,0,0,0,0,0,5,0,43,560,416,5,0,5,0,0,5,0,0,57,492,10,0,0,0,0,0,0,0,0,0,9,931,15,7,5,0,0,5,5,0,100,1061,3,0,0,0,0,0,0,0,0,0,4,1252,21,6,5,3,0,6,5,0,137,1422,10860,3736,3717,646,616,650,720,231,140,370,21684,14429,11704,10404,2404,2608,2797,2859,901,337,659,49109,3056,969,1081,300,266,299,693,306,59,254,7290,32,12,16,5,4,7,16,7,3,20,134,17516,12689,11504,2712,2874,3103,3568,1215,409,936,56532,15,10,28,6,8,5,9,0,0,307,385,28393,16437,15246,3364,3508,3757,4297,1444,548,1616,78611
CED216,0,0,0,10,17,2560,25,7,4,5,4,7,0,0,148,2756,524,3,7,0,0,0,0,0,0,54,587,179,0,0,0,0,0,0,0,0,27,201,71,0,0,0,0,0,0,0,0,14,86,0,0,0,0,0,0,0,0,0,0,0,252,0,4,0,0,0,0,0,0,40,285,3,0,0,0,0,0,0,0,0,13,16,777,3,4,0,0,0,0,0,0,99,891,9729,823,600,100,109,140,139,52,22,508,12225,1933,836,913,240,217,264,356,138,39,148,5089,276,94,145,21,31,50,57,30,14,36,758,13,3,4,0,0,0,3,0,0,7,31,2220,933,1066,262,252,307,418,168,56,188,5876,21,0,0,0,0,0,0,0,0,286,311,11974,1752,1666,365,365,442,562,226,74,986,18410
CED217,0,0,0,13,20,3574,101,43,17,6,5,20,8,4,119,3898,739,14,3,0,3,0,0,0,0,62,831,467,0,0,0,0,0,0,0,0,47,519,317,7,9,0,0,0,3,0,0,38,372,0,0,0,0,0,0,0,0,0,3,3,785,9,9,0,0,0,4,0,0,89,897,3,0,0,0,0,0,0,0,0,18,21,1531,20,18,5,3,0,4,3,0,170,1749,15460,3247,2765,543,596,530,557,288,118,451,24551,9354,2841,2848,739,831,990,1084,391,120,262,19454,1364,320,419,119,141,155,280,151,64,140,3143,17,4,3,0,3,0,0,3,5,8,50,10734,3162,3268,857,972,1147,1365,542,190,408,22644,19,0,8,0,3,0,0,0,0,55,91,26208,6407,6042,1403,1578,1680,1924,828,303,917,47290
CED218,0,0,0,34,39,4062,123,71,22,21,19,44,14,0,153,4528,223,3,0,3,0,0,0,0,0,4,239,403,7,3,0,4,0,0,0,0,11,427,503,20,7,0,0,4,3,0,0,21,554,3,0,0,0,0,0,0,0,0,0,6,914,25,7,0,4,4,4,0,0,35,990,3,0,0,0,0,0,0,0,0,33,38,1136,30,7,3,4,4,4,4,0,76,1263,9080,1900,1445,274,244,190,223,73,50,285,13765,23883,9816,7429,1733,1510,1595,1741,512,164,745,49123,6673,1451,1474,422,303,345,622,271,66,355,11987,67,24,7,6,0,6,10,4,0,23,143,30621,11298,8915,2158,1814,1948,2372,786,230,1116,61257,32,14,20,0,4,6,5,0,0,678,751,39733,13206,10380,2430,2061,2137,2594,860,283,2079,75777
CED219,0,0,0,3,5,2182,48,50,5,8,8,18,5,0,85,2411,395,0,0,0,0,0,0,0,0,36,424,147,5,0,0,0,0,0,0,0,12,164,97,3,4,0,0,0,0,0,0,10,112,0,0,0,0,0,0,0,0,0,0,5,244,7,4,0,0,0,3,0,0,20,278,4,0,0,0,0,0,0,0,0,0,4,638,8,4,0,0,0,3,0,0,54,709,10385,1847,1575,266,250,189,182,85,44,389,15206,6662,5887,4708,1050,862,833,915,263,98,316,21602,975,510,578,111,129,131,254,102,30,93,2922,27,11,18,0,0,0,5,3,5,4,74,7665,6404,5306,1165,1000,968,1174,368,132,418,24599,27,15,3,0,5,0,0,0,0,34,88,18076,8268,6888,1435,1251,1155,1353,453,174,843,39891
CED220,0,0,0,12,18,3414,67,41,6,9,3,11,8,5,102,3667,503,9,0,0,0,0,0,0,0,33,544,429,7,0,0,0,0,0,0,0,26,469,537,16,6,0,0,0,0,6,0,28,593,5,0,0,0,0,0,0,0,0,22,28,974,19,4,3,0,0,4,3,0,76,1086,5,0,0,0,0,0,0,0,0,29,32,1479,32,8,3,0,3,3,3,0,137,1666,12518,2358,2602,624,763,865,985,413,174,355,21664,9244,3353,4157,1319,1637,1712,2026,694,188,290,24621,2117,317,450,117,157,199,272,149,44,131,3955,38,6,0,0,0,3,6,6,4,34,91,11390,3669,4611,1439,1796,1908,2301,851,236,455,28658,12,7,4,0,7,3,3,0,0,84,124,23924,6035,7212,2066,2566,2778,3292,1265,412,900,50446
CED221,0,0,0,17,26,2119,137,71,28,15,15,48,20,0,98,2561,351,7,4,0,0,0,0,0,0,42,414,144,6,6,0,0,0,0,0,0,18,169,149,20,9,3,0,0,4,6,0,15,213,3,0,0,0,0,0,0,0,0,0,6,300,30,13,3,0,0,4,5,0,33,390,0,0,0,0,0,0,0,0,0,0,0,649,37,17,3,0,0,10,5,0,85,802,11576,3212,2086,344,313,256,244,96,50,435,18612,13502,16054,11460,2172,2300,2260,2260,769,247,559,51583,2240,1667,1744,405,449,410,743,330,173,212,8374,26,25,17,3,5,9,17,6,6,10,119,15772,17747,13214,2582,2760,2674,3016,1108,423,787,60082,36,13,27,3,3,0,6,0,3,103,206,27381,20970,15327,2932,3077,2928,3273,1210,482,1325,78897
CED222,0,0,0,29,42,6866,184,129,21,19,18,28,20,8,262,7554,595,7,3,0,0,0,0,0,0,53,662,877,11,0,0,0,0,0,0,0,74,960,1449,25,24,3,0,0,5,0,0,125,1628,10,0,0,0,0,0,0,0,0,34,47,2336,34,24,5,0,0,7,0,0,224,2636,3,0,0,0,0,0,0,0,0,33,35,2939,41,25,5,3,0,8,0,0,306,3329,11566,2014,1671,414,482,491,594,219,52,430,17935,24666,10071,9744,2991,3417,4359,4494,1425,247,1113,62523,11858,2412,2778,765,837,1049,1268,505,154,781,22405,88,18,14,3,3,11,28,3,4,88,276,36609,12498,12538,3759,4258,5421,5790,1938,405,1978,85205,43,14,10,0,9,12,8,6,0,170,287,48220,14531,14225,4170,4744,5924,6391,2166,463,2582,103430
CED223,0,0,0,12,10,1997,25,18,3,0,3,5,0,0,124,2181,415,0,7,0,0,0,0,0,0,47,465,171,0,0,0,0,0,0,0,0,17,186,78,0,0,0,0,0,0,0,0,8,89,5,0,0,0,0,0,0,0,0,3,3,251,0,0,0,0,0,0,0,0,32,281,4,0,0,0,0,0,0,0,0,4,16,671,3,9,0,0,0,0,0,0,79,760,8245,783,602,121,100,125,127,80,27,433,10638,1646,808,864,260,284,348,338,119,58,126,4848,228,62,93,26,41,109,135,36,5,28,764,10,0,0,0,0,4,0,0,3,3,30,1886,873,962,286,323,460,472,155,61,162,5641,21,3,0,3,5,0,0,0,0,54,89,10148,1655,1564,410,421,589,598,237,94,647,16367
CED224,0,0,0,38,47,3614,99,89,24,9,9,25,14,0,156,4043,629,3,0,0,0,4,0,0,0,65,704,415,6,0,0,0,0,0,0,0,20,443,338,15,9,0,0,3,0,4,0,20,391,5,0,0,0,0,0,0,0,0,0,4,758,21,11,0,0,3,0,4,0,46,838,6,0,0,0,0,0,0,0,0,18,30,1396,23,12,0,0,5,8,4,0,133,1572,13377,2725,2326,407,344,363,295,89,55,414,20402,12539,4741,3870,883,752,919,823,262,83,322,25191,2772,665,877,173,165,215,314,117,52,175,5512,31,8,6,5,0,0,3,0,0,12,65,15340,5412,4750,1057,915,1136,1139,378,134,507,30778,27,3,3,3,0,0,3,0,0,106,147,28744,8141,7084,1461,1261,1498,1436,471,191,1033,51321
