CED_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
CED211,76,7,4,0,83,0,0,0,85,0,0,89,7,0,0,4,16,0,0,0,16,0,0,18,2864,342,54,15,3267,56,9,61,3328,122,7,3459,16,6,0,0,24,0,0,3,25,3,0,27,40,7,0,0,45,0,3,9,49,3,0,55,56,12,0,0,68,4,7,12,78,3,0,80,2919,353,54,17,3340,56,12,66,3409,129,7,3546,385,65,6,5,463,8,5,7,468,71,0,541,4,3,0,8,12,0,0,0,12,0,7,15,3307,417,65,27,3811,61,15,72,3887,199,14,4103,712,79,11,0,803,15,0,13,820,44,0,866,776,151,23,0,951,11,0,14,967,31,4,995,26,6,10,0,40,0,0,0,45,3,0,43,11,0,0,6,18,0,0,0,18,5,0,22,1526,239,43,9,1807,30,8,31,1843,77,8,1924,3,4,0,0,13,6,0,0,11,3,0,15,25,8,0,0,31,3,0,3
CED212,65,7,7,0,80,0,0,0,81,4,0,88,6,0,0,7,16,0,0,0,22,0,0,19,2305,307,50,27,2682,32,7,40,2721,125,0,2846,18,0,0,0,18,0,0,0,15,3,0,21,26,0,0,3,36,0,0,0,35,0,0,37,46,0,0,3,48,0,0,0,51,0,0,56,2348,313,50,24,2737,37,7,38,2773,126,0,2903,311,60,16,10,386,12,4,15,402,88,0,489,3,0,4,0,3,0,0,0,5,0,3,8,2667,366,60,32,3129,47,5,58,3178,216,7,3402,489,72,7,5,569,5,0,5,575,30,0,605,467,82,14,0,562,7,0,7,569,28,0,602,36,5,4,0,42,0,0,0,42,0,0,44,3,0,0,0,4,0,0,0,4,3,0,10,992,155,22,8,1179,13,0,10,1190,66,0,1254,9,0,0,0,9,0,0,0,9,0,0,10,9,0,0,0,9,0,0,0
CED213,64,21,13,0,99,0,0,0,99,12,0,108,11,0,0,25,36,0,0,0,36,6,6,45,1985,298,83,44,2405,16,0,20,2420,127,11,2555,12,5,0,0,15,0,0,0,17,0,0,17,21,0,0,4,30,0,0,0,29,3,0,35,35,7,0,0,45,0,0,0,46,3,0,45,2019,301,82,44,2447,15,0,15,2467,130,11,2605,249,47,13,0,312,7,0,10,318,68,0,386,4,0,0,4,6,0,0,0,6,0,11,20,2271,351,92,49,2769,23,7,24,2791,197,19,3007,330,36,15,0,380,0,0,0,382,26,4,407,383,57,4,3,450,3,0,3,455,21,0,477,33,12,5,0,53,0,0,0,57,3,0,62,0,0,0,6,10,0,0,0,10,0,0,14,750,112,24,8,895,9,0,9,903,53,0,956,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0
CED214,30,20,14,0,60,0,0,3,60,4,0,67,12,0,0,10,22,0,0,0,22,0,0,26,1299,291,40,17,1650,26,16,39,1691,169,0,1861,16,13,0,0,34,8,6,7,38,7,0,51,42,14,3,0,63,9,7,16,78,13,0,93,56,21,8,0,94,17,12,26,119,23,0,145,1357,311,50,21,1742,42,23,70,1808,198,0,2006,375,136,11,15,544,16,6,24,568,229,3,802,0,0,0,0,3,0,0,0,3,6,9,14,1736,456,62,30,2286,60,29,89,2384,429,10,2817,468,74,11,0,555,11,3,17,574,54,3,632,296,101,7,4,407,13,3,17,423,66,0,495,34,12,5,0,50,0,0,0,49,6,0,56,4,3,0,5,16,0,0,0,13,0,3,15,796,191,29,12,1027,31,4,31,1063,133,6,1198,21,10,5,0,25,13,0,16,41,8,0,52,18,10,6,0,33,0,4,5
CED215,69,11,18,0,94,4,0,4,95,3,0,99,3,3,0,11,17,0,0,0,17,0,0,19,2445,359,68,16,2895,73,8,76,2972,158,6,3132,36,4,0,0,43,3,0,8,52,7,0,59,59,11,0,0,77,5,0,5,85,4,0,89,93,15,0,5,120,13,0,14,133,13,3,152,2547,378,71,19,3012,82,9,91,3102,167,4,3284,477,100,16,12,610,21,5,24,639,155,0,788,3,4,0,6,6,0,0,0,6,0,8,10,3031,478,90,34,3632,105,14,117,3748,323,12,4080,717,85,14,0,812,23,5,30,842,57,0,899,536,94,9,0,645,9,0,13,658,40,0,696,23,3,6,0,38,0,0,0,37,3,0,41,9,0,0,10,19,4,0,4,20,0,0,20,1284,185,32,15,1518,36,9,41,1556,102,0,1658,19,3,0,0,22,4,0,4,24,4,0,30,19,3,0,0,27,0,0,3
CED216,39,13,12,0,64,0,0,0,64,4,0,69,10,0,0,6,25,0,0,0,30,3,0,31,1806,246,58,33,2152,23,7,30,2184,142,3,2328,8,0,0,0,12,6,0,6,13,4,0,15,17,3,0,0,22,3,0,3,24,0,0,24,30,4,0,0,36,7,0,7,40,4,0,42,1837,251,58,32,2183,33,7,38,2217,143,3,2374,232,37,8,9,282,3,4,5,292,88,4,382,0,0,0,0,0,0,0,0,0,0,4,7,2070,291,68,46,2472,31,10,41,2510,236,10,2759,194,31,8,3,232,6,5,9,240,5,0,248,235,36,10,5,281,8,0,8,289,15,0,306,11,8,3,0,20,0,0,0,20,0,0,24,0,0,0,0,3,0,0,0,3,0,0,3,440,65,23,11,544,7,5,8,552,24,0,580,4,0,0,0,4,0,0,0,4,0,0,10,3,6,0,0,9,0,0,0
CED217,60,13,10,0,84,0,0,0,86,3,0,90,13,0,0,10,25,0,0,0,25,0,5,31,3219,403,59,28,3711,66,9,75,3783,140,6,3937,33,3,0,0,32,5,0,5,41,0,0,41,54,6,0,0,56,5,0,5,65,6,0,71,90,4,0,0,91,8,0,7,101,6,0,107,3308,410,62,28,3805,73,10,82,3884,145,6,4043,545,67,6,0,620,4,4,11,627,105,0,739,3,3,0,5,8,0,0,0,8,0,4,13,3853,480,61,42,4433,78,11,96,4530,255,18,4798,1009,118,19,0,1148,29,0,33,1172,72,0,1245,991,149,17,7,1154,20,7,23,1180,48,0,1226,52,10,13,0,71,6,0,6,76,0,0,79,15,0,0,12,25,0,0,0,25,0,0,31,2059,273,52,16,2398,49,12,56,2454,121,3,2581,8,0,0,0,5,0,0,0,7,0,0,7,41,0,0,0,39,3,0,0
CED218,74,20,9,0,105,3,0,3,107,5,0,115,11,0,0,25,46,0,0,5,48,3,7,51,2639,450,60,47,3197,71,11,82,3271,247,6,3530,41,15,0,6,59,12,0,12,76,5,0,79,51,8,0,0,65,12,0,8,76,3,0,78,93,19,4,6,126,21,0,21,147,11,0,153,2737,475,59,50,3323,88,14,96,3418,258,6,3683,647,153,33,33,861,27,11,36,898,234,7,1139,9,0,0,3,13,0,0,0,13,0,5,18,3395,626,89,86,4201,114,20,130,4328,490,25,4848,901,122,10,6,1045,20,4,22,1067,71,0,1138,677,153,27,4,861,20,10,23,885,66,0,951,32,9,11,0,52,0,0,0,54,5,0,55,13,0,0,17,27,0,0,0,27,0,5,31,1621,282,52,32,1985,41,12,54,2035,134,6,2175,22,8,0,0,36,5,0,6,41,4,0,45,32,10,0,0,34,0,0,0
CED219,56,5,12,0,74,3,0,3,77,7,0,83,15,0,0,10,29,0,0,0,29,3,4,31,2145,287,55,33,2512,47,7,58,2576,143,7,2721,27,8,0,3,37,11,0,11,46,5,0,51,42,13,0,0,54,4,0,6,66,3,0,66,72,24,0,4,93,11,0,15,112,9,0,119,2212,308,57,34,2608,66,10,77,2686,153,7,2844,487,91,23,21,614,20,5,26,644,160,0,805,8,4,0,3,13,0,0,0,13,3,9,26,2701,403,75,59,3238,87,21,103,3344,315,14,3670,519,57,9,0,580,13,0,15,594,26,0,620,435,62,12,4,511,17,5,20,530,33,0,564,19,4,6,0,31,0,0,0,31,4,0,34,0,0,0,6,8,0,0,0,8,0,0,12,974,128,24,10,1129,28,4,30,1162,60,0,1224,11,4,0,0,12,7,0,7,16,4,0,19,18,7,3,0,25,0,0,0
CED220,60,0,0,0,57,0,0,0,57,5,0,65,16,0,0,5,21,0,0,0,21,3,0,21,2161,215,24,14,2414,34,9,46,2458,100,0,2556,13,0,0,0,14,3,0,3,14,0,0,17,26,6,3,0,39,0,0,0,35,0,0,39,42,9,3,0,49,3,0,3,51,0,0,51,2203,220,25,14,2460,40,9,48,2511,104,0,2615,393,48,4,9,449,9,3,14,461,55,0,519,8,0,0,0,7,0,0,0,7,0,4,9,2600,264,29,20,2917,44,13,59,2976,158,6,3140,745,64,11,4,817,22,4,23,842,55,0,896,688,121,10,0,821,5,0,9,828,48,0,874,36,5,9,0,46,0,0,0,48,3,0,49,9,6,0,7,23,0,0,0,23,0,0,21,1473,192,29,8,1703,28,7,37,1733,112,0,1845,8,0,0,0,10,0,0,0,12,0,0,12,18,6,0,0,24,0,0,0
CED221,65,11,14,0,89,0,0,0,88,11,0,104,15,3,4,15,31,0,0,0,32,0,0,37,2483,407,79,35,3001,37,12,49,3050,187,4,3239,31,12,3,0,52,6,0,6,59,0,0,58,38,23,0,0,60,5,8,11,71,12,0,87,71,38,3,4,110,15,8,18,128,8,0,138,2558,437,80,35,3108,54,23,73,3184,201,4,3382,797,232,20,41,1081,54,12,72,1151,305,6,1461,10,0,0,3,15,0,0,0,15,0,4,18,3362,671,98,77,4207,108,35,142,4349,506,16,4861,631,100,18,4,753,14,8,23,775,46,0,818,494,98,15,0,616,10,5,19,632,48,0,672,42,5,7,0,54,0,0,0,56,6,0,63,0,0,0,8,12,0,0,0,16,0,0,15,1176,204,37,18,1434,26,9,37,1473,95,0,1576,14,11,0,0,27,0,3,3,27,4,0,26,14,4,0,0,21,5,3,6
CED222,54,14,10,0,79,0,0,0,79,5,0,86,10,3,0,21,32,0,0,0,32,0,0,32,2106,358,63,31,2549,46,13,51,2610,193,0,2802,22,0,0,0,25,4,0,4,34,7,0,38,36,8,5,0,51,6,3,7,59,11,0,70,58,15,5,0,76,9,3,18,89,18,0,110,2160,375,67,28,2626,49,21,70,2695,208,0,2910,452,124,14,11,609,18,8,23,634,232,0,871,4,3,0,12,18,0,0,0,18,0,8,26,2619,499,84,54,3255,71,24,91,3345,446,6,3808,761,100,9,0,879,21,4,26,902,76,0,974,549,144,16,0,706,11,7,15,717,69,0,782,24,9,9,0,44,0,0,0,44,12,0,49,7,0,0,12,20,0,0,0,20,0,0,24,1342,253,31,15,1644,30,8,40,1685,150,0,1840,17,7,0,0,23,7,0,4,31,5,0,34,25,7,0,0,33,0,0,0
CED223,60,4,11,0,76,0,4,4,79,3,0,90,7,0,0,21,31,0,0,0,31,3,0,34,2213,304,57,40,2620,19,5,30,2646,124,6,2777,7,3,0,0,16,5,0,5,19,0,0,22,12,0,0,0,16,0,0,0,16,3,0,15,22,3,0,0,29,5,0,5,32,7,0,40,2236,309,58,39,2651,20,5,27,2680,135,6,2822,181,50,6,7,248,3,0,3,249,76,0,329,0,0,0,0,0,0,0,0,0,0,11,11,2417,358,71,48,2902,27,5,35,2931,214,16,3155,217,29,6,0,259,0,0,0,258,10,0,274,230,37,5,5,270,0,0,0,276,7,0,287,8,0,3,0,19,0,0,0,19,0,0,16,0,0,0,9,11,0,0,0,11,0,0,11,463,70,16,11,557,3,0,3,565,21,0,589,0,3,0,0,6,0,0,0,6,0,0,10,7,0,0,0,7,0,0,0
CED224,46,9,5,0,58,0,0,0,60,11,0,72,6,0,0,8,20,0,0,0,20,3,0,21,2713,357,63,22,3157,41,3,44,3198,142,9,3344,19,0,0,0,19,0,0,0,20,3,0,19,47,8,0,0,52,0,0,0,55,3,0,59,64,9,0,0,72,3,0,3,74,6,0,81,2779,368,63,22,3230,38,3,46,3272,148,9,3424,381,66,4,9,467,8,0,13,479,77,0,557,0,5,0,3,8,0,0,0,8,0,8,16,3164,435,71,32,3700,50,3,59,3757,223,17,3996,789,97,17,4,912,23,4,24,937,41,0,976,654,109,11,9,784,6,8,8,793,34,5,834,40,8,3,0,48,0,0,0,50,5,0,56,4,0,0,9,10,0,0,0,10,0,3,11,1489,209,39,21,1756,28,5,38,1790,90,7,1885,13,0,0,0,15,3,0,3,15,0,0,20,20,4,0,0,20,0,0,0
CED225,58,8,10,0,73,0,0,0,73,0,0,74,12,0,0,13,23,0,0,0,23,0,0,29,2849,330,52,20,3251,34,4,36,3289,150,3,3445,14,3,0,0,21,0,0,0,19,0,0,19,38,9,0,0,47,0,0,0,50,7,0,52,51,12,3,0,69,5,0,3,73,7,0,73,2904,347,49,20,3318,35,5,40,3359,154,3,3523,394,57,11,13,465,8,3,11,475,42,0,521,0,0,0,3,3,0,0,0,3,0,10,10,3295,403,66,33,3788,43,8,47,3841,198,13,4052,803,84,24,3,911,14,0,18,934,61,0,996,755,116,14,0,881,12,5,14,901,49,3,950,28,5,7,0,41,0,0,0,47,0,0,49,7,3,0,5,11,0,0,0,11,0,0,11,1590,208,47,7,1853,29,4,36,1888,109,0,2000,8,3,0,0,10,0,0,0,10,0,0,10,27,0,0,0,27,0,3,3
CED226,56,3,10,0,71,0,0,0,75,11,0,87,9,0,0,13,25,0,0,0,22,0,4,29,3333,441,43,35,3851,45,9,53,3905,188,7,4103,48,0,3,0,55,0,0,0,55,0,0,58,54,4,0,0,59,0,3,5,66,3,0,64,99,9,3,0,110,6,3,11,120,6,0,122,3430,446,49,34,3963,56,10,64,4024,194,7,4227,615,88,9,4,716,8,9,15,728,128,4,865,0,0,0,4,3,0,0,0,3,0,0,3,4044,534,55,45,4681,64,19,81,4764,318,15,5098,1196,106,20,3,1323,25,4,23,1344,93,0,1437,1100,162,10,5,1282,17,0,21,1302,79,5,1387,48,8,8,0,62,0,0,0,61,6,0,70,0,0,0,13,14,0,0,0,14,0,3,13,2339,282,37,22,2674,45,5,45,2726,177,4,2907,28,0,3,0,26,3,0,3,31,0,0,33,30,5,0,0,35,0,4,8
CED227,81,14,18,0,118,0,0,0,118,0,0,120,16,3,0,14,34,0,0,0,34,0,3,35,2988,379,54,36,3452,28,3,33,3492,143,3,3638,24,3,0,0,29,7,0,7,36,6,0,40,23,8,0,0,36,4,0,4,37,0,0,43,47,13,0,0,62,13,0,13,76,10,0,87,3030,394,58,31,3517,43,3,50,3561,148,0,3719,513,90,7,13,625,18,0,18,639,84,5,730,0,4,0,0,9,0,0,0,9,0,9,19,3553,484,70,50,4155,63,3,64,4218,231,14,4467,698,76,5,0,790,14,5,17,803,27,3,834,585,105,8,4,696,7,0,11,706,18,0,726,48,7,10,0,60,0,0,0,57,0,0,61,10,0,0,7,15,0,0,0,15,0,0,16,1338,188,23,10,1561,18,8,29,1589,49,4,1640,10,0,0,0,11,3,0,0,17,0,0,17,12,6,0,0,23,3,0,3
CED228,57,18,14,0,90,3,0,0,91,11,0,96,11,3,0,33,42,7,0,7,49,4,3,56,2301,408,75,50,2831,52,13,75,2905,200,14,3113,39,12,5,0,56,11,0,11,75,5,0,76,59,13,0,0,71,4,4,8,81,7,0,88,97,29,7,3,131,15,4,23,151,19,0,168,2400,433,80,48,2963,78,16,92,3059,219,14,3285,632,167,26,24,853,31,4,38,890,234,8,1122,3,0,0,5,5,0,0,0,5,4,5,15,3033,601,108,78,3823,108,28,128,3955,449,17,4420,677,84,11,3,776,15,7,21,802,56,0,858,500,102,8,6,618,15,7,25,637,55,3,691,25,9,15,0,47,0,0,0,47,3,0,56,9,0,3,13,26,0,0,0,28,6,3,31,1209,200,32,23,1468,27,16,48,1513,113,5,1632,23,9,0,0,35,7,0,7,41,3,0,52,23,3,0,0,30,3,0,3
CED229,23,3,4,0,36,0,0,0,36,0,0,42,12,0,0,9,23,0,0,0,23,0,0,23,1383,245,19,9,1665,28,4,37,1694,78,8,1784,8,0,0,0,10,3,0,3,12,0,0,11,19,4,0,0,21,0,0,3,23,0,0,29,31,4,0,0,32,0,0,3,39,3,0,39,1409,247,19,11,1695,36,3,37,1734,81,8,1818,252,51,3,6,312,8,0,8,322,41,0,356,5,0,0,0,4,0,0,0,4,0,3,7,1664,305,24,20,2011,46,3,45,2059,122,8,2190,392,56,14,0,457,15,9,20,480,25,0,501,373,74,3,5,454,3,0,3,452,25,0,482,16,0,0,0,27,0,0,0,28,0,0,30,4,0,0,5,8,0,0,0,8,6,0,10,787,128,19,8,946,21,9,28,969,63,4,1034,8,0,0,3,7,0,0,0,12,0,0,12,4,0,0,0,3,0,0,0
CED230,49,5,14,0,67,0,0,0,67,0,0,72,10,0,0,22,40,0,0,0,40,6,3,47,2133,243,49,48,2474,18,4,24,2495,124,4,2620,14,4,0,0,14,7,0,7,21,10,0,28,12,0,0,0,10,5,0,5,22,0,0,19,25,8,0,0,30,8,0,8,41,14,0,49,2158,246,44,49,2504,31,4,32,2533,132,4,2671,265,49,9,9,335,5,0,11,342,134,0,478,3,0,0,0,9,0,0,0,9,0,12,16,2423,296,59,64,2836,41,4,46,2886,270,16,3164,267,17,0,0,290,0,0,0,290,12,0,298,231,32,3,0,270,0,0,0,270,14,5,291,17,0,6,0,22,0,0,0,20,0,0,22,0,0,0,8,10,0,0,0,10,0,0,10,520,52,6,11,589,0,0,0,593,30,5,624,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4
CED231,49,10,5,0,66,4,0,4,70,0,0,66,9,0,0,12,24,0,0,0,24,0,0,26,2234,275,44,28,2586,40,12,49,2633,98,0,2731,25,0,0,0,28,0,0,0,31,3,0,36,26,9,0,0,29,0,0,0,33,3,0,35,48,8,0,0,63,0,0,3,66,4,0,69,2286,288,44,32,2642,42,13,55,2700,102,0,2801,371,49,7,10,441,10,3,11,449,92,0,543,0,0,0,3,7,0,0,0,7,0,10,16,2661,336,52,41,3088,49,17,62,3153,193,9,3362,747,82,15,3,847,20,3,25,869,47,0,918,671,103,9,4,792,14,5,16,804,48,0,856,39,4,0,0,46,0,0,0,46,0,0,46,6,0,0,8,16,0,0,0,16,7,5,20,1463,188,30,11,1697,36,5,39,1735,104,5,1840,24,4,0,0,23,3,4,4,30,0,0,30,14,3,0,0,17,3,0,3
CED232,82,12,15,0,111,0,0,0,112,9,0,120,13,5,0,13,36,0,0,0,36,6,9,42,2976,378,85,43,3477,34,3,34,3518,139,6,3666,19,5,0,0,22,0,0,0,24,4,0,27,53,3,0,0,57,4,0,4,59,5,0,62,76,8,0,0,78,3,0,3,84,7,0,90,3046,381,85,43,3562,42,3,40,3602,143,6,3757,430,67,17,12,524,11,0,14,538,82,0,619,8,0,0,3,10,0,0,0,10,0,9,20,3483,453,99,59,4100,46,3,53,4153,223,16,4397,644,68,15,0,731,11,3,14,747,30,3,782,546,92,8,8,653,6,3,11,662,32,0,698,38,12,0,0,50,3,0,3,49,5,0,52,6,0,0,14,19,0,0,0,22,3,0,23,1230,173,26,20,1455,20,6,28,1480,73,3,1552,14,0,0,0,18,0,0,0,21,0,0,21,14,3,0,0,19,0,0,0
CED233,17,3,0,0,21,0,0,0,21,0,0,21,8,0,0,4,10,0,0,0,10,0,3,13,813,158,14,8,987,22,4,20,1013,69,5,1086,10,0,0,0,13,0,0,4,10,8,0,19,17,4,0,0,16,0,3,7,25,8,0,31,24,3,0,0,32,0,0,8,39,7,0,45,834,164,14,10,1019,21,8,30,1045,78,5,1128,105,47,8,3,159,7,0,10,166,71,0,242,0,0,0,0,0,0,0,0,0,0,0,0,942,204,18,14,1178,26,9,39,1214,149,6,1369,308,34,0,0,345,11,0,13,360,22,3,382,179,45,7,0,233,3,6,4,239,33,0,274,13,0,4,0,17,0,0,0,18,0,0,18,4,0,0,9,8,0,0,0,6,0,0,13,497,90,9,9,606,17,4,21,625,61,3,690,3,0,0,0,7,0,0,0,9,0,0,8,3,4,0,0,7,0,0,0
CED234,45,13,13,0,63,0,0,0,68,4,0,69,0,5,4,6,21,0,0,0,21,0,3,27,2827,402,60,19,3309,62,18,86,3387,172,7,3566,29,6,0,0,34,0,0,5,36,4,0,38,31,5,0,0,42,4,0,4,44,4,0,51,62,14,0,0,75,6,0,5,79,10,0,88,2889,415,60,20,3383,66,18,84,3470,184,7,3659,509,108,18,11,649,22,4,28,673,128,0,799,4,4,0,0,4,0,0,0,4,0,0,11,3401,529,77,32,4033,93,19,114,4148,305,9,4464,898,119,11,10,1033,20,8,31,1062,80,0,1142,861,169,21,3,1055,23,14,35,1087,81,0,1170,28,14,0,0,47,0,0,0,42,13,0,59,7,0,0,13,15,0,0,0,15,5,0,21,1789,300,37,22,2146,44,24,64,2214,176,6,2393,8,0,0,0,9,0,0,0,14,5,0,15,22,5,0,0,25,7,3,10
