POW_SA2_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
206031116,15,12,28,14,25,0,0,5,0,103,18,14,37,7,18,0,0,5,3,104,11,10,23,7,3,0,0,0,0,57,20,11,33,0,3,4,0,0,0,74,0,0,3,0,5,0,0,0,0,13,3,0,6,0,0,0,0,0,0,11,4,0,8,0,0,0,0,0,0,12,108,82,296,238,154,52,13,44,22,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,8,0,0,0,0,11,0,0,0,0,14,0,5,0,5,5,0,0,0,0,12,0,4,0,5,5,3,0,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
206031501,11,0,28,10,8,0,0,10,0,63,8,3,31,0,0,0,0,0,0,43,0,0,21,4,3,0,0,3,4,41,11,4,21,0,4,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,9,56,19,214,106,55,19,10,47,11,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206031502,8,0,21,6,6,0,0,5,0,55,4,3,18,3,5,8,0,3,3,46,0,4,10,3,0,4,0,0,0,29,10,5,23,0,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,6,52,17,176,85,61,52,9,38,3,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041117,28,22,38,24,26,6,5,8,8,154,24,11,34,11,31,8,0,0,6,134,12,17,31,3,15,0,0,4,0,87,29,28,33,0,9,0,0,7,0,110,3,7,11,0,0,0,0,4,0,26,6,6,10,0,0,0,5,3,0,29,0,0,4,0,0,0,0,0,0,11,168,136,323,263,187,55,33,92,28,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,10,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,11,0,3,3,0,7,0,0,0,0,15,0,0,0,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
206041118,50,93,94,72,267,9,10,18,17,632,71,128,90,58,228,26,14,19,19,652,72,117,96,49,124,18,5,23,13,521,174,268,227,92,167,30,98,32,19,1119,63,56,35,10,23,9,56,15,5,271,87,42,51,0,20,8,19,8,3,245,10,0,3,0,16,0,3,0,11,44,604,826,761,455,1367,199,232,217,154,4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,11,0,0,0,0,4,0,0,6,0,10,0,0,3,0,3,0,0,0,0,11,0,3,0,4,11,0,0,0,3,22,0,0,0,3,20,0,0,4,0,34,11,6,3,3,47,4,0,4,0,71,3,12,0,10,26,3,0,0,6,58,9,12,0,6,19,0,0,0,0,42,3,13,0,0,15,0,0,0,0,39
206041119,18,10,38,27,57,4,9,5,4,173,25,25,43,20,51,4,3,4,0,190,22,27,26,31,23,0,9,12,6,143,28,29,74,57,23,0,6,5,3,228,10,6,4,3,0,0,0,0,0,31,15,0,6,12,0,0,0,4,0,42,0,0,6,0,0,0,0,0,4,9,152,130,339,295,310,30,52,103,33,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,4,3,0,0,4,0,15,0,0,0,0,9,0,0,0,0,19,4,0,0,3,7,0,0,0,0,12,0,0,0,3,7,0,0,0,0,13,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
206041120,0,0,9,3,9,0,0,0,0,21,0,0,14,0,0,0,0,0,0,26,0,0,3,0,0,0,0,0,0,13,4,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,12,47,31,10,3,0,28,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,7,8,57,7,13,3,7,6,0,119,9,7,41,0,16,0,3,5,0,89,13,0,31,0,0,0,0,8,0,54,21,18,46,0,5,3,8,18,0,107,7,6,3,0,0,0,3,0,0,22,9,3,11,0,0,3,0,0,0,30,3,0,6,3,0,0,0,3,0,15,89,52,317,60,69,29,62,90,13,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
206041124,16,18,72,61,31,3,11,22,9,240,14,16,58,33,32,6,11,9,4,177,18,19,36,14,11,0,3,6,0,102,18,14,55,11,13,0,0,5,0,118,0,0,13,0,0,4,0,5,0,20,0,0,5,0,0,0,0,4,0,12,3,0,4,6,4,0,0,0,10,27,102,100,391,424,256,23,61,182,55,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,6,0,0,4,0,6,0,0,0,3,4,0,0,0,0,12,0,0,0,9,3,0,0,10,0,25,0,0,0,9,5,0,4,3,0,20,0,3,0,4,3,0,0,6,0,16,0,0,0,4,3,0,0,0,0,15,0,0,0,0,4,0,0,0,0,10
206041125,12,13,46,22,38,0,7,9,0,140,20,8,40,7,22,0,4,3,0,102,14,21,24,6,11,0,6,4,6,80,34,20,49,6,13,4,0,8,0,143,13,8,11,0,0,0,0,0,0,35,10,9,19,0,7,3,0,4,0,49,0,3,4,0,0,0,0,5,6,15,138,87,294,240,204,36,35,97,16,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,5,0,0,4,0,10,0,0,0,0,0,4,0,0,0,11,0,0,0,5,10,0,0,0,0,17,0,0,5,4,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
206041127,5,3,16,3,18,0,28,16,0,101,10,0,29,0,28,6,34,16,3,122,9,4,28,0,9,0,44,33,0,133,11,6,82,0,23,0,95,73,7,294,11,0,49,0,0,0,24,15,5,95,5,0,55,0,3,0,7,10,8,98,3,0,5,0,0,0,0,3,0,6,61,20,289,23,116,13,301,192,22,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,5
206041503,83,91,148,70,270,39,8,15,14,736,74,118,157,46,278,18,3,14,16,725,102,142,116,24,169,19,7,13,11,610,232,238,246,41,152,29,24,37,27,1021,79,37,55,9,19,5,8,11,3,236,91,67,49,0,15,27,16,16,7,298,8,4,8,4,7,0,0,7,12,44,815,842,1298,584,1405,441,93,291,149,5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,4,6,0,4,4,4,0,0,5,0,15,0,0,0,7,4,0,0,0,0,8,0,0,10,11,3,11,0,3,0,38,3,0,3,12,11,14,0,9,0,44,6,4,0,10,11,7,0,5,0,48,9,5,6,12,27,4,0,3,0,64,8,7,0,3,21,9,0,0,0,49,10,9,3,8,28,0,0,0,0,53,7,13,0,5,11,0,0,0,0,36
206041504,39,29,33,11,88,17,0,11,4,230,19,33,53,18,77,7,3,10,0,218,19,30,38,7,29,10,0,8,3,147,45,42,84,16,36,9,4,20,0,244,12,5,28,0,0,0,3,16,0,69,20,8,34,0,4,7,4,9,0,77,4,0,3,0,5,0,0,0,5,22,204,212,398,163,438,153,25,155,38,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,3,9,0,4,0,0,0,14,0,0,0,0,0,3,0,0,0,7,5,6,6,0,7,0,0,0,0,29,4,0,0,0,15,0,0,0,0,22,3,0,0,0,0,0,0,0,0,12,0,7,0,4,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3
206041505,82,150,140,53,347,30,14,21,12,849,91,148,160,35,279,26,22,21,18,799,97,102,158,23,149,34,35,28,5,624,239,262,333,36,166,35,183,42,16,1319,76,58,63,8,19,8,63,8,0,307,117,68,60,4,24,20,31,17,7,341,4,4,15,0,8,0,6,10,22,65,825,989,1245,501,1839,294,385,322,163,6557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,3,0,12,0,0,3,5,8,0,0,3,0,17,0,4,0,5,14,0,0,0,0,27,4,5,0,10,16,0,0,5,0,34,0,3,3,3,37,4,0,7,0,52,12,5,4,3,47,7,0,0,0,86,8,5,4,6,36,0,0,0,0,59,8,13,6,5,30,0,0,0,0,67,14,6,0,0,17,0,0,0,0,34
206041506,15,18,69,11,33,4,8,20,0,181,25,14,71,6,20,10,3,19,8,172,15,17,76,6,6,0,4,15,4,144,37,21,132,6,11,6,5,30,4,257,13,6,24,0,0,0,3,10,0,64,29,7,38,0,0,4,12,7,0,96,0,0,8,0,0,0,0,4,3,12,178,118,658,111,190,50,82,187,26,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,5,0,0,0,0,5,0,0,5,0,15,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4
206041507,0,0,3,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,12,0,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,33,23,64,109,56,10,0,8,3,305,38,51,76,114,24,9,4,6,7,332,32,24,64,37,13,7,0,11,4,207,84,55,102,38,22,5,3,18,6,331,19,17,13,4,0,5,0,3,0,63,31,21,10,0,0,9,0,3,0,83,0,0,8,6,0,0,0,3,3,20,295,235,558,710,253,137,26,181,51,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,3,0,3,0,3,0,7,0,0,0,3,0,4,0,0,0,12,0,0,0,9,3,0,0,5,0,11,0,0,0,10,0,3,0,8,0,19,0,0,0,13,9,7,0,4,0,30,4,0,0,8,10,0,0,3,0,25,4,0,4,8,4,0,0,0,0,21,3,3,0,8,5,0,0,0,0,22,0,3,0,9,0,0,0,0,0,15
206041509,18,18,23,20,26,6,0,7,6,120,12,26,28,12,23,3,0,8,0,118,13,16,25,10,18,7,0,5,3,100,38,31,46,21,15,3,4,9,3,169,12,5,12,4,3,0,0,0,0,38,15,3,9,0,4,3,0,4,0,32,0,0,4,0,0,0,0,0,0,3,124,136,216,153,165,48,13,54,24,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,4,3,0,0,6,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,3,9,0,0,0,0,16,6,0,0,0,5,0,0,0,0,11,0,0,0,0,3,0,0,0,0,9,0,6,0,0,0,0,0,0,0,6
206041510,5,6,32,29,15,4,0,9,4,98,16,9,26,24,5,6,4,6,3,100,18,7,28,18,8,9,0,10,0,99,24,8,51,23,12,0,0,8,0,128,4,0,7,0,0,0,0,6,0,13,8,0,9,0,0,0,0,4,0,22,3,0,0,0,0,0,0,0,0,7,85,56,226,132,91,36,22,60,8,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
206051128,31,29,39,13,30,15,0,3,0,168,35,20,39,5,12,10,0,3,0,128,25,16,39,9,19,9,4,5,0,122,47,28,59,4,14,15,0,10,0,185,14,4,15,0,0,3,0,0,0,49,35,10,4,0,7,8,0,0,0,64,0,5,4,0,0,0,0,3,3,15,231,152,321,151,193,105,16,69,26,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,10,0,3,0,4,5,5,0,0,0,12,0,4,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,0,8,4,3,0,3,6,0,0,0,0,17,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
206051129,3,0,22,0,0,0,3,0,0,40,4,3,22,6,0,3,0,0,0,33,4,0,17,0,0,5,0,0,3,28,6,0,12,0,0,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,143,41,15,28,4,16,9,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051130,9,7,26,5,5,0,4,0,5,57,8,3,18,6,3,4,3,4,0,52,7,6,21,0,4,0,0,0,0,41,13,10,35,3,5,6,0,4,0,78,4,3,7,0,0,0,0,0,0,17,7,4,6,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,7,77,49,196,85,52,40,18,27,8,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
206051134,5,4,25,3,0,4,0,0,0,54,6,0,18,0,5,0,0,5,0,34,5,4,12,3,0,0,0,4,0,24,5,3,16,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,8,44,17,165,59,17,34,11,17,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
206051511,62,39,273,12,94,32,46,57,12,620,86,52,331,14,62,18,42,58,12,673,92,56,361,3,33,15,42,36,7,651,231,109,674,7,74,46,51,104,15,1306,49,24,112,0,19,5,10,28,9,253,90,20,64,4,3,13,9,11,0,208,6,0,23,0,4,0,3,4,9,56,696,359,2306,114,510,238,395,489,99,5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,4,0,6,0,3,3,0,16,0,0,0,3,3,0,0,0,0,19,6,3,9,0,3,0,3,11,0,31,4,3,7,0,11,3,4,3,0,42,7,0,7,0,6,4,3,4,0,31,7,3,4,0,7,3,3,5,0,31,3,0,0,0,0,3,0,5,0,19
206051512,20,29,53,25,40,11,0,11,4,202,34,32,65,7,34,13,0,24,3,216,36,12,53,6,17,12,9,14,0,152,55,40,113,4,10,23,12,34,0,298,25,10,24,0,0,4,4,7,0,83,47,11,18,3,3,14,4,3,0,100,0,0,3,4,0,0,0,4,3,13,282,200,495,198,296,154,43,173,40,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,11,0,3,4,0,7,0,0,6,0,21,0,3,0,0,8,0,0,0,0,17,6,0,0,4,9,4,0,0,0,17,0,0,0,0,5,0,0,0,0,10,0,0,0,0,7,0,0,0,0,6
206051513,8,9,29,8,4,6,0,0,0,66,8,4,23,6,10,10,0,0,0,64,11,3,12,4,3,0,0,0,0,45,16,11,13,0,8,0,0,5,0,50,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,3,0,4,0,18,0,0,0,0,0,0,0,0,0,4,73,65,174,89,74,37,5,32,9,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
